year,Date,fire_med_high
2021,2021-05-01,336
2021,2021-05-09,225
2021,2021-05-17,263
2021,2021-05-25,57
2021,2021-06-02,208
2021,2021-06-10,33
2021,2021-06-18,245
2021,2021-06-26,2505
2021,2021-07-04,5547
2021,2021-07-12,10989
2021,2021-07-20,6479
2021,2021-07-28,9014
2021,2021-08-05,6322
2021,2021-08-13,7692
2021,2021-08-21,1863
2021,2021-08-29,2190
2021,2021-09-06,2092
2021,2021-09-14,703
2021,2021-09-22,545
2021,2021-09-30,1443
