crop,date,location,variety,post.id.number,plant.id.number,terminal.with.aphid,terminal.without.aphids,aphid.number
blueberry,14-Aug-19,AR,A,NA,NA,0,10,0
blueberry,14-Aug-19,AR,G,NA,NA,0,10,0
blueberry,14-Aug-19,AR,G,NA,NA,0,10,0
blueberry,14-Aug-19,AR,G,NA,NA,0,10,0
blueberry,14-Aug-19,AR,F,NA,NA,0,10,0
blueberry,14-Aug-19,AR,F,NA,NA,0,10,0
blueberry,14-Aug-19,AR,B,NA,NA,0,10,0
blueberry,14-Aug-19,AR,C,NA,NA,0,10,0
blueberry,14-Aug-19,AR,D,NA,NA,0,10,0
blueberry,14-Aug-19,AR,E,NA,NA,0,10,0
blueberry,14-Aug-19,AR,H,NA,NA,0,10,0
blueberry,30-Aug-19,SB,G,NA,2,0,10,0
blueberry,30-Aug-19,SB,G,NA,19,1,9,1
blueberry,30-Aug-19,SB,G,NA,25,0,10,0
blueberry,30-Aug-19,SB,G,NA,31,0,10,0
blueberry,30-Aug-19,SB,G,NA,36,0,10,0
blueberry,30-Aug-19,SB,F,NA,16,0,10,0
blueberry,30-Aug-19,SB,F,NA,17,0,10,0
blueberry,30-Aug-19,SB,F,NA,21,0,10,0
blueberry,30-Aug-19,SB,F,NA,23,0,10,0
blueberry,30-Aug-19,SB,F,NA,47,0,10,0
blueberry,30-Aug-19,SB,A,NA,2,0,10,0
blueberry,30-Aug-19,SB,A,NA,3,0,10,0
blueberry,30-Aug-19,SB,A,NA,7,0,3,0
blueberry,30-Aug-19,SB,A,NA,8,0,9,0
blueberry,30-Aug-19,SB,A,NA,9,0,8,0
blueberry,30-Aug-19,SB,B,NA,1,1,9,4
blueberry,30-Aug-19,SB,B,NA,2,0,10,0
blueberry,30-Aug-19,SB,B,NA,3,0,10,0
blueberry,30-Aug-19,SB,B,NA,4,0,10,0
blueberry,30-Aug-19,SB,C,NA,3,0,10,0
blueberry,30-Aug-19,SB,C,NA,8,0,10,0
blueberry,30-Aug-19,SB,C,NA,14,0,10,0
blueberry,30-Aug-19,SB,C,NA,16,0,10,0
blueberry,30-Aug-19,SB,C,NA,21,0,10,0
blueberry,30-Aug-19,SB,D,NA,1,0,10,0
blueberry,30-Aug-19,SB,D,NA,4,0,10,0
blueberry,30-Aug-19,SB,D,NA,5,0,10,0
blueberry,30-Aug-19,SB,D,NA,7,0,10,0
blueberry,30-Aug-19,SB,D,NA,8,0,10,0
blueberry,30-Aug-19,SB,E,NA,2,0,10,0
blueberry,30-Aug-19,SB,E,NA,3,0,10,0
blueberry,30-Aug-19,SB,E,NA,4,0,10,0
blueberry,30-Aug-19,SB,E,NA,5,0,10,0
blueberry,30-Aug-19,SB,E,NA,6,0,10,0
blueberry,30-Aug-19,AR,A,NA,NA,0,10,0
blueberry,30-Aug-19,AR,G,NA,NA,0,10,0
blueberry,30-Aug-19,AR,G,NA,NA,0,10,0
blueberry,30-Aug-19,AR,G,NA,NA,0,10,0
blueberry,30-Aug-19,AR,F,NA,NA,0,10,0
blueberry,30-Aug-19,AR,F,NA,NA,0,10,0
blueberry,30-Aug-19,AR,B,NA,NA,0,10,0
blueberry,30-Aug-19,AR,C,NA,NA,0,10,0
blueberry,30-Aug-19,AR,D,NA,NA,0,10,0
blueberry,30-Aug-19,AR,E,NA,NA,0,10,0
blueberry,30-Aug-19,AR,H,NA,NA,0,10,0
blueberry,30-Aug-19,CB,G,8,1,0,10,0
blueberry,30-Aug-19,CB,G,8,2,0,10,0
blueberry,30-Aug-19,CB,G,27,3,0,10,0
blueberry,30-Aug-19,CB,G,28,2,0,10,0
blueberry,30-Aug-19,CB,G,59,1,0,10,0
blueberry,30-Aug-19,CB,F,33,2,0,10,0
blueberry,30-Aug-19,CB,F,56,3,0,10,0
blueberry,30-Aug-19,CB,F,56,2,1,9,5
blueberry,30-Aug-19,CB,F,58,1,1,9,1
blueberry,30-Aug-19,CB,F,58,3,1,9,2
blueberry,30-Aug-19,CB,A,NA,1,1,9,2
blueberry,30-Aug-19,CB,A,NA,2,3,7,3
blueberry,30-Aug-19,CB,A,NA,3,0,10,0
blueberry,30-Aug-19,CB,B,NA,1,0,10,0
blueberry,30-Aug-19,CB,B,NA,2,0,10,0
blueberry,30-Aug-19,CB,B,NA,3,1,9,1
blueberry,30-Aug-19,CB,C,10,1,0,10,0
blueberry,30-Aug-19,CB,C,10,2,0,10,0
blueberry,30-Aug-19,CB,C,14,1,1,9,1
blueberry,30-Aug-19,CB,C,14,2,0,10,0
blueberry,30-Aug-19,CB,C,14,3,1,9,2
blueberry,30-Aug-19,CB,D,NA,1,1,9,1
blueberry,30-Aug-19,CB,D,NA,2,1,9,1
blueberry,30-Aug-19,CB,D,NA,3,0,10,0
blueberry,19-May-20,SB,G,NA,1,1,9,NA
blueberry,19-May-20,SB,G,NA,6,1,9,NA
blueberry,19-May-20,SB,G,NA,9,0,10,NA
blueberry,19-May-20,SB,G,NA,13,2,8,NA
blueberry,19-May-20,SB,G,NA,32,0,10,NA
blueberry,19-May-20,SB,F,NA,18,2,8,NA
blueberry,19-May-20,SB,F,NA,22,3,7,NA
blueberry,19-May-20,SB,F,NA,31,3,7,NA
blueberry,19-May-20,SB,F,NA,42,4,6,NA
blueberry,19-May-20,SB,F,NA,47,5,5,NA
blueberry,19-May-20,SB,A,NA,5,2,8,NA
blueberry,19-May-20,SB,A,NA,6,3,7,NA
blueberry,19-May-20,SB,A,NA,8,5,5,NA
blueberry,19-May-20,SB,A,NA,10,4,6,NA
blueberry,19-May-20,SB,A,NA,12,3,7,NA
blueberry,19-May-20,SB,B,NA,1,2,8,NA
blueberry,19-May-20,SB,B,NA,2,3,7,NA
blueberry,19-May-20,SB,B,NA,3,4,6,NA
blueberry,19-May-20,SB,B,NA,4,7,3,NA
blueberry,19-May-20,SB,C,NA,1,7,3,NA
blueberry,19-May-20,SB,C,NA,6,5,5,NA
blueberry,19-May-20,SB,C,NA,7,9,1,NA
blueberry,19-May-20,SB,C,NA,18,6,4,NA
blueberry,19-May-20,SB,C,NA,23,7,3,NA
blueberry,19-May-20,SB,D,NA,1,4,6,NA
blueberry,19-May-20,SB,D,NA,4,7,3,NA
blueberry,19-May-20,SB,D,NA,5,7,3,NA
blueberry,19-May-20,SB,D,NA,6,4,6,NA
blueberry,19-May-20,SB,D,NA,9,6,4,NA
blueberry,19-May-20,SB,E,NA,1,9,1,NA
blueberry,19-May-20,SB,E,NA,2,8,2,NA
blueberry,19-May-20,SB,E,NA,3,9,1,NA
blueberry,19-May-20,SB,E,NA,4,7,3,NA
blueberry,19-May-20,SB,E,NA,6,7,3,NA
blueberry,19-May-20,SB,I,NA,52,7,3,NA
blueberry,19-May-20,SB,I,NA,46,5,5,NA
blueberry,19-May-20,SB,I,NA,42,7,3,NA
blueberry,19-May-20,SB,I,NA,19,6,4,NA
blueberry,19-May-20,SB,I,NA,11,8,2,NA
blueberry,19-May-20,CB,G,38,2,7,3,NA
blueberry,19-May-20,CB,G,59,2,6,4,NA
blueberry,19-May-20,CB,G,8,3,5,5,NA
blueberry,19-May-20,CB,G,27,1,6,4,NA
blueberry,19-May-20,CB,G,38,3,3,7,NA
blueberry,19-May-20,CB,F,33,3,7,3,NA
blueberry,19-May-20,CB,F,58,2,3,7,NA
blueberry,19-May-20,CB,F,33,2,9,1,NA
blueberry,19-May-20,CB,F,56,3,4,6,NA
blueberry,19-May-20,CB,F,25,3,5,5,NA
blueberry,19-May-20,CB,A,9,1,6,4,NA
blueberry,19-May-20,CB,A,9,2,8,2,NA
blueberry,19-May-20,CB,A,9,3,8,2,NA
blueberry,19-May-20,CB,B,3,1,5,5,NA
blueberry,19-May-20,CB,B,3,2,2,8,NA
blueberry,19-May-20,CB,B,3,3,7,3,NA
blueberry,19-May-20,CB,C,10,1,5,5,NA
blueberry,19-May-20,CB,C,10,2,8,2,NA
blueberry,19-May-20,CB,C,14,2,4,6,NA
blueberry,19-May-20,CB,C,10,3,4,6,NA
blueberry,19-May-20,CB,C,14,3,7,3,NA
blueberry,19-May-20,CB,D,5,1,3,7,NA
blueberry,19-May-20,CB,D,5,2,3,7,NA
blueberry,19-May-20,CB,D,5,3,3,7,NA
blueberry,20-May-20,AR,A,NA,NA,0,10,NA
blueberry,20-May-20,AR,G,NA,NA,0,10,NA
blueberry,20-May-20,AR,G,NA,NA,0,10,NA
blueberry,20-May-20,AR,G,NA,NA,0,10,NA
blueberry,20-May-20,AR,F,NA,NA,0,10,NA
blueberry,20-May-20,AR,F,NA,NA,0,10,NA
blueberry,20-May-20,AR,B,NA,NA,0,10,NA
blueberry,20-May-20,AR,C,NA,NA,0,10,NA
blueberry,20-May-20,AR,D,NA,NA,0,10,NA
blueberry,20-May-20,AR,E,NA,NA,0,10,NA
blueberry,20-May-20,AR,H,NA,NA,0,10,NA
blueberry,03-Jun-20,SB,G,NA,13,5,5,44
blueberry,03-Jun-20,SB,G,NA,23,5,5,59
blueberry,03-Jun-20,SB,G,NA,33,3,7,13
blueberry,03-Jun-20,SB,G,NA,34,7,3,63
blueberry,03-Jun-20,SB,G,NA,44,4,6,26
blueberry,03-Jun-20,SB,F,NA,2,5,5,25
blueberry,03-Jun-20,SB,F,NA,7,6,4,30
blueberry,03-Jun-20,SB,F,NA,9,9,1,13
blueberry,03-Jun-20,SB,F,NA,20,7,3,33
blueberry,03-Jun-20,SB,F,NA,42,2,8,18
blueberry,03-Jun-20,SB,A,NA,1,1,9,1
blueberry,03-Jun-20,SB,A,NA,2,0,10,0
blueberry,03-Jun-20,SB,A,NA,4,0,10,0
blueberry,03-Jun-20,SB,A,NA,9,2,8,6
blueberry,03-Jun-20,SB,A,NA,11,1,9,1
blueberry,03-Jun-20,SB,B,NA,1,0,10,0
blueberry,03-Jun-20,SB,B,NA,2,1,9,1
blueberry,03-Jun-20,SB,B,NA,3,0,10,0
blueberry,03-Jun-20,SB,B,NA,4,0,10,0
blueberry,03-Jun-20,SB,C,NA,1,0,10,0
blueberry,03-Jun-20,SB,C,NA,3,2,8,3
blueberry,03-Jun-20,SB,C,NA,13,4,6,9
blueberry,03-Jun-20,SB,C,NA,15,3,7,4
blueberry,03-Jun-20,SB,C,NA,23,1,9,1
blueberry,03-Jun-20,SB,D,NA,2,2,8,3
blueberry,03-Jun-20,SB,D,NA,4,2,8,9
blueberry,03-Jun-20,SB,D,NA,5,2,8,9
blueberry,03-Jun-20,SB,D,NA,8,0,10,0
blueberry,03-Jun-20,SB,D,NA,9,8,2,32
blueberry,03-Jun-20,SB,E,NA,1,2,8,2
blueberry,03-Jun-20,SB,E,NA,2,2,8,4
blueberry,03-Jun-20,SB,E,NA,3,5,5,36
blueberry,03-Jun-20,SB,E,NA,5,2,8,4
blueberry,03-Jun-20,SB,E,NA,6,1,9,2
blueberry,03-Jun-20,CB,G,8,1,4,6,19
blueberry,03-Jun-20,CB,G,28,2,6,4,30
blueberry,03-Jun-20,CB,G,28,3,4,6,44
blueberry,03-Jun-20,CB,G,38,1,6,4,42
blueberry,03-Jun-20,CB,G,38,3,7,3,39
blueberry,03-Jun-20,CB,F,9,2,4,6,38
blueberry,03-Jun-20,CB,F,25,1,6,4,24
blueberry,03-Jun-20,CB,F,25,2,7,3,12
blueberry,03-Jun-20,CB,F,25,3,7,3,28
blueberry,03-Jun-20,CB,F,56,2,6,4,32
blueberry,03-Jun-20,CB,A,9,1,4,6,70
blueberry,03-Jun-20,CB,A,9,2,4,6,59
blueberry,03-Jun-20,CB,A,9,3,1,9,2
blueberry,03-Jun-20,CB,B,3,1,2,8,21
blueberry,03-Jun-20,CB,B,3,2,3,7,16
blueberry,03-Jun-20,CB,B,3,3,2,8,19
blueberry,03-Jun-20,CB,C,10,1,4,6,23
blueberry,03-Jun-20,CB,C,10,2,2,8,10
blueberry,03-Jun-20,CB,C,14,1,3,7,7
blueberry,03-Jun-20,CB,C,14,2,3,7,19
blueberry,03-Jun-20,CB,C,14,3,7,3,69
blueberry,03-Jun-20,CB,D,5,1,4,6,8
blueberry,03-Jun-20,CB,D,5,2,3,7,14
blueberry,03-Jun-20,CB,D,5,3,5,5,67
blueberry,04-Jun-20,AR,A,NA,NA,3,7,5
blueberry,04-Jun-20,AR,G,NA,1,3,7,56
blueberry,04-Jun-20,AR,G,NA,2,1,9,3
blueberry,04-Jun-20,AR,G,NA,3,1,9,2
blueberry,04-Jun-20,AR,F,NA,1,6,4,15
blueberry,04-Jun-20,AR,F,NA,2,5,5,22
blueberry,04-Jun-20,AR,B,NA,NA,2,8,11
blueberry,04-Jun-20,AR,C,NA,NA,6,4,13
blueberry,04-Jun-20,AR,D,NA,NA,2,8,21
blueberry,04-Jun-20,AR,E,NA,NA,7,3,17
blueberry,04-Jun-20,AR,H,NA,NA,0,10,0
blueberry,16-Jun-20,SB,G,NA,3,8,2,NA
blueberry,16-Jun-20,SB,G,NA,5,7,3,NA
blueberry,16-Jun-20,SB,G,NA,13,9,1,NA
blueberry,16-Jun-20,SB,G,NA,29,8,2,NA
blueberry,16-Jun-20,SB,G,NA,47,8,2,NA
blueberry,16-Jun-20,SB,F,NA,10,8,2,NA
blueberry,16-Jun-20,SB,F,NA,17,2,8,NA
blueberry,16-Jun-20,SB,F,NA,18,4,6,NA
blueberry,16-Jun-20,SB,F,NA,39,6,4,NA
blueberry,16-Jun-20,SB,F,NA,40,4,6,NA
blueberry,16-Jun-20,SB,A,NA,1,4,6,NA
blueberry,16-Jun-20,SB,A,NA,2,1,9,NA
blueberry,16-Jun-20,SB,A,NA,8,7,3,NA
blueberry,16-Jun-20,SB,A,NA,10,2,8,NA
blueberry,16-Jun-20,SB,A,NA,11,5,5,NA
blueberry,16-Jun-20,SB,B,NA,1,1,9,NA
blueberry,16-Jun-20,SB,B,NA,2,0,10,NA
blueberry,16-Jun-20,SB,B,NA,3,0,10,NA
blueberry,16-Jun-20,SB,B,NA,4,6,4,NA
blueberry,16-Jun-20,SB,C,NA,3,1,9,NA
blueberry,16-Jun-20,SB,C,NA,6,4,6,NA
blueberry,16-Jun-20,SB,C,NA,8,5,5,NA
blueberry,16-Jun-20,SB,C,NA,10,4,6,NA
blueberry,16-Jun-20,SB,C,NA,15,7,3,NA
blueberry,16-Jun-20,SB,D,NA,1,7,3,NA
blueberry,16-Jun-20,SB,D,NA,2,6,4,NA
blueberry,16-Jun-20,SB,D,NA,4,2,8,NA
blueberry,16-Jun-20,SB,D,NA,5,9,1,NA
blueberry,16-Jun-20,SB,D,NA,6,3,7,NA
blueberry,16-Jun-20,SB,E,NA,1,2,8,NA
blueberry,16-Jun-20,SB,E,NA,2,0,10,NA
blueberry,16-Jun-20,SB,E,NA,5,3,7,NA
blueberry,16-Jun-20,SB,E,NA,6,6,4,NA
blueberry,16-Jun-20,SB,E,NA,7,7,3,NA
blueberry,16-Jun-20,CB,G,8,3,7,3,NA
blueberry,16-Jun-20,CB,G,27,1,5,5,NA
blueberry,16-Jun-20,CB,G,27,2,5,5,NA
blueberry,16-Jun-20,CB,G,27,3,6,4,NA
blueberry,16-Jun-20,CB,G,28,1,8,2,NA
blueberry,16-Jun-20,CB,F,9,1,7,3,NA
blueberry,16-Jun-20,CB,F,25,3,6,4,NA
blueberry,16-Jun-20,CB,F,33,3,6,4,NA
blueberry,16-Jun-20,CB,F,56,3,6,4,NA
blueberry,16-Jun-20,CB,F,58,1,8,2,NA
blueberry,16-Jun-20,CB,A,9,1,5,5,NA
blueberry,16-Jun-20,CB,A,9,2,8,2,NA
blueberry,16-Jun-20,CB,A,9,3,6,4,NA
blueberry,16-Jun-20,CB,B,3,2,7,3,NA
blueberry,16-Jun-20,CB,B,3,1,5,5,NA
blueberry,16-Jun-20,CB,B,3,3,7,3,NA
blueberry,16-Jun-20,CB,C,10,2,9,1,NA
blueberry,16-Jun-20,CB,C,10,3,8,2,NA
blueberry,16-Jun-20,CB,C,14,1,7,3,NA
blueberry,16-Jun-20,CB,C,14,2,4,6,NA
blueberry,16-Jun-20,CB,C,14,3,8,2,NA
blueberry,16-Jun-20,CB,D,5,1,5,5,NA
blueberry,16-Jun-20,CB,D,5,2,9,1,NA
blueberry,16-Jun-20,CB,D,5,3,6,4,NA
blueberry,17-Jun-20,AR,A,NA,NA,2,8,NA
blueberry,17-Jun-20,AR,G,NA,1,5,5,NA
blueberry,17-Jun-20,AR,G,NA,2,5,5,NA
blueberry,17-Jun-20,AR,G,NA,3,8,2,NA
blueberry,17-Jun-20,AR,F,NA,1,8,2,NA
blueberry,17-Jun-20,AR,F,NA,2,8,2,NA
blueberry,17-Jun-20,AR,B,NA,NA,2,8,NA
blueberry,17-Jun-20,AR,C,NA,NA,9,1,NA
blueberry,17-Jun-20,AR,D,NA,NA,5,5,NA
blueberry,17-Jun-20,AR,E,NA,NA,6,4,NA
blueberry,17-Jun-20,AR,H,NA,NA,4,6,NA
blueberry,04-Jul-20,SB,G,NA,34,0,10,0
blueberry,04-Jul-20,SB,G,NA,20,2,8,2
blueberry,04-Jul-20,SB,G,NA,1,0,10,0
blueberry,04-Jul-20,SB,G,NA,13,0,10,0
blueberry,04-Jul-20,SB,G,NA,48,0,10,0
blueberry,04-Jul-20,SB,F,NA,39,0,10,0
blueberry,04-Jul-20,SB,F,NA,22,1,9,7
blueberry,04-Jul-20,SB,F,NA,4,0,10,0
blueberry,04-Jul-20,SB,F,NA,10,0,10,0
blueberry,04-Jul-20,SB,F,NA,43,0,10,0
blueberry,04-Jul-20,SB,A,NA,1,0,10,0
blueberry,04-Jul-20,SB,A,NA,3,1,9,10
blueberry,04-Jul-20,SB,A,NA,10,0,10,0
blueberry,04-Jul-20,SB,A,NA,13,1,9,1
blueberry,04-Jul-20,SB,A,NA,2,0,10,0
blueberry,04-Jul-20,SB,B,NA,1,0,10,0
blueberry,04-Jul-20,SB,B,NA,2,0,10,0
blueberry,04-Jul-20,SB,B,NA,3,0,10,0
blueberry,04-Jul-20,SB,B,NA,4,1,9,2
blueberry,04-Jul-20,SB,C,NA,14,0,10,0
blueberry,04-Jul-20,SB,C,NA,2,0,10,0
blueberry,04-Jul-20,SB,C,NA,7,0,10,0
blueberry,04-Jul-20,SB,C,NA,3,0,10,0
blueberry,04-Jul-20,SB,C,NA,13,0,10,0
blueberry,04-Jul-20,SB,D,NA,4,0,10,0
blueberry,04-Jul-20,SB,D,NA,7,0,10,0
blueberry,04-Jul-20,SB,D,NA,5,0,10,0
blueberry,04-Jul-20,SB,D,NA,8,0,10,0
blueberry,04-Jul-20,SB,D,NA,6,0,10,0
blueberry,04-Jul-20,SB,E,NA,6,0,10,0
blueberry,04-Jul-20,SB,E,NA,3,0,10,0
blueberry,04-Jul-20,SB,E,NA,4,0,5,0
blueberry,04-Jul-20,SB,E,NA,1,0,10,0
blueberry,04-Jul-20,SB,E,NA,5,1,9,3
blueberry,03-Jul-20,CB,G,27,2,9,1,108
blueberry,03-Jul-20,CB,G,27,3,8,2,37
blueberry,03-Jul-20,CB,G,28,2,8,2,41
blueberry,03-Jul-20,CB,G,8,2,9,1,122
blueberry,03-Jul-20,CB,G,38,3,9,1,86
blueberry,03-Jul-20,CB,F,25,2,7,3,28
blueberry,03-Jul-20,CB,F,25,3,8,2,56
blueberry,03-Jul-20,CB,F,33,3,10,0,84
blueberry,03-Jul-20,CB,F,58,2,7,3,32
blueberry,03-Jul-20,CB,F,58,3,10,0,64
blueberry,03-Jul-20,CB,A,9,1,5,5,35
blueberry,03-Jul-20,CB,A,9,2,8,2,104
blueberry,03-Jul-20,CB,A,9,3,8,2,154
blueberry,03-Jul-20,CB,B,3,1,5,5,24
blueberry,03-Jul-20,CB,B,3,2,8,2,103
blueberry,03-Jul-20,CB,B,3,3,8,2,81
blueberry,03-Jul-20,CB,C,10,1,8,2,97
blueberry,03-Jul-20,CB,C,10,2,6,4,38
blueberry,03-Jul-20,CB,C,10,3,7,3,60
blueberry,03-Jul-20,CB,C,14,1,8,2,171
blueberry,03-Jul-20,CB,C,14,2,8,2,169
blueberry,03-Jul-20,CB,D,5,1,5,5,12
blueberry,03-Jul-20,CB,D,5,2,6,4,42
blueberry,03-Jul-20,CB,D,5,3,10,0,45
blueberry,02-Jul-20,AR,A,NA,NA,8,2,27
blueberry,02-Jul-20,AR,G,NA,1,7,3,47
blueberry,02-Jul-20,AR,G,NA,2,8,2,76
blueberry,02-Jul-20,AR,G,NA,3,8,2,NA
blueberry,02-Jul-20,AR,F,NA,1,5,5,29
blueberry,02-Jul-20,AR,F,NA,2,7,3,53
blueberry,02-Jul-20,AR,B,NA,NA,4,6,19
blueberry,02-Jul-20,AR,C,NA,NA,8,2,27
blueberry,02-Jul-20,AR,D,NA,NA,7,3,24
blueberry,02-Jul-20,AR,E,NA,NA,7,3,33
blueberry,02-Jul-20,AR,H,NA,NA,3,7,20
blueberry,14-Jul-20,SB,G,NA,4,0,10,NA
blueberry,14-Jul-20,SB,G,NA,15,0,10,NA
blueberry,14-Jul-20,SB,G,NA,34,0,10,NA
blueberry,14-Jul-20,SB,G,NA,37,0,10,NA
blueberry,14-Jul-20,SB,G,NA,47,1,9,NA
blueberry,14-Jul-20,SB,F,NA,5,0,10,NA
blueberry,14-Jul-20,SB,F,NA,6,0,10,NA
blueberry,14-Jul-20,SB,F,NA,23,0,10,NA
blueberry,14-Jul-20,SB,F,NA,36,0,10,NA
blueberry,14-Jul-20,SB,F,NA,40,0,10,NA
blueberry,14-Jul-20,SB,A,NA,1,0,10,NA
blueberry,14-Jul-20,SB,A,NA,6,0,5,NA
blueberry,14-Jul-20,SB,A,NA,8,0,10,NA
blueberry,14-Jul-20,SB,A,NA,12,3,7,NA
blueberry,14-Jul-20,SB,A,NA,13,1,9,NA
blueberry,14-Jul-20,SB,B,NA,1,0,10,NA
blueberry,14-Jul-20,SB,B,NA,2,0,10,NA
blueberry,14-Jul-20,SB,B,NA,3,0,10,NA
blueberry,14-Jul-20,SB,B,NA,4,1,9,NA
blueberry,14-Jul-20,SB,C,NA,3,1,9,NA
blueberry,14-Jul-20,SB,C,NA,6,1,9,NA
blueberry,14-Jul-20,SB,C,NA,7,0,10,NA
blueberry,14-Jul-20,SB,C,NA,9,2,8,NA
blueberry,14-Jul-20,SB,C,NA,17,2,8,NA
blueberry,14-Jul-20,SB,E,NA,1,0,10,NA
blueberry,14-Jul-20,SB,E,NA,2,0,10,NA
blueberry,14-Jul-20,SB,E,NA,4,1,7,NA
blueberry,14-Jul-20,SB,E,NA,5,0,10,NA
blueberry,14-Jul-20,SB,E,NA,6,2,8,NA
blueberry,14-Jul-20,SB,D,NA,2,0,10,NA
blueberry,14-Jul-20,SB,D,NA,3,0,10,NA
blueberry,14-Jul-20,SB,D,NA,4,1,9,NA
blueberry,14-Jul-20,SB,D,NA,5,0,10,NA
blueberry,14-Jul-20,SB,D,NA,8,0,10,NA
blueberry,14-Jul-20,CB,G,8,2,8,2,NA
blueberry,14-Jul-20,CB,G,28,2,7,3,NA
blueberry,14-Jul-20,CB,G,28,3,7,3,NA
blueberry,14-Jul-20,CB,G,38,1,8,2,NA
blueberry,14-Jul-20,CB,G,38,2,8,2,NA
blueberry,14-Jul-20,CB,F,25,1,5,5,NA
blueberry,14-Jul-20,CB,F,25,2,6,4,NA
blueberry,14-Jul-20,CB,F,33,2,8,2,NA
blueberry,14-Jul-20,CB,F,33,3,9,1,NA
blueberry,14-Jul-20,CB,F,58,2,8,2,NA
blueberry,14-Jul-20,CB,A,9,1,9,1,NA
blueberry,14-Jul-20,CB,A,9,2,5,5,NA
blueberry,14-Jul-20,CB,A,9,3,9,1,NA
blueberry,14-Jul-20,CB,B,3,3,8,2,NA
blueberry,14-Jul-20,CB,B,3,1,6,4,NA
blueberry,14-Jul-20,CB,B,3,2,8,2,NA
blueberry,14-Jul-20,CB,C,10,1,7,3,NA
blueberry,14-Jul-20,CB,C,10,2,8,2,NA
blueberry,14-Jul-20,CB,C,14,1,10,0,NA
blueberry,14-Jul-20,CB,C,14,2,8,2,NA
blueberry,14-Jul-20,CB,C,14,3,10,0,NA
blueberry,14-Jul-20,CB,D,5,1,6,4,NA
blueberry,14-Jul-20,CB,D,5,2,8,2,NA
blueberry,14-Jul-20,CB,D,5,3,10,0,NA
blueberry,15-Jul-20,AR,A,NA,NA,5,5,NA
blueberry,15-Jul-20,AR,G,NA,1,8,2,NA
blueberry,15-Jul-20,AR,G,NA,2,4,6,NA
blueberry,15-Jul-20,AR,G,NA,3,5,5,NA
blueberry,15-Jul-20,AR,F,NA,1,7,3,NA
blueberry,15-Jul-20,AR,F,NA,2,5,5,NA
blueberry,15-Jul-20,AR,B,NA,NA,2,8,NA
blueberry,15-Jul-20,AR,C,NA,NA,3,7,NA
blueberry,15-Jul-20,AR,D,NA,NA,6,4,NA
blueberry,15-Jul-20,AR,E,NA,NA,6,4,NA
blueberry,15-Jul-20,AR,H,NA,NA,5,5,NA
blueberry,28-Jul-20,SB,G,NA,5,0,10,0
blueberry,28-Jul-20,SB,G,NA,26,0,10,0
blueberry,28-Jul-20,SB,G,NA,27,0,10,0
blueberry,28-Jul-20,SB,G,NA,37,0,10,0
blueberry,28-Jul-20,SB,G,NA,46,0,10,0
blueberry,28-Jul-20,SB,F,NA,7,0,10,0
blueberry,28-Jul-20,SB,F,NA,19,0,10,0
blueberry,28-Jul-20,SB,F,NA,30,0,10,0
blueberry,28-Jul-20,SB,F,NA,35,0,10,0
blueberry,28-Jul-20,SB,F,NA,40,0,10,0
blueberry,28-Jul-20,SB,A,NA,1,0,10,0
blueberry,28-Jul-20,SB,A,NA,3,0,10,0
blueberry,28-Jul-20,SB,A,NA,8,0,10,0
blueberry,28-Jul-20,SB,A,NA,11,0,10,0
blueberry,28-Jul-20,SB,A,NA,12,0,10,0
blueberry,28-Jul-20,SB,B,NA,1,0,10,0
blueberry,28-Jul-20,SB,B,NA,2,0,10,0
blueberry,28-Jul-20,SB,B,NA,3,0,10,0
blueberry,28-Jul-20,SB,B,NA,4,0,7,0
blueberry,28-Jul-20,SB,C,NA,3,0,10,0
blueberry,28-Jul-20,SB,C,NA,4,0,10,0
blueberry,28-Jul-20,SB,C,NA,13,0,10,0
blueberry,28-Jul-20,SB,C,NA,5,0,10,0
blueberry,28-Jul-20,SB,C,NA,19,0,10,0
blueberry,28-Jul-20,SB,E,NA,2,0,10,0
blueberry,28-Jul-20,SB,E,NA,3,0,10,0
blueberry,28-Jul-20,SB,E,NA,4,0,8,0
blueberry,28-Jul-20,SB,E,NA,5,1,9,1
blueberry,28-Jul-20,SB,E,NA,6,0,10,0
blueberry,28-Jul-20,SB,D,NA,2,0,10,0
blueberry,28-Jul-20,SB,D,NA,3,0,10,0
blueberry,28-Jul-20,SB,D,NA,5,0,10,0
blueberry,28-Jul-20,SB,D,NA,6,0,10,0
blueberry,28-Jul-20,SB,D,NA,7,0,10,0
blueberry,28-Jul-20,CB,G,27,2,1,9,1
blueberry,28-Jul-20,CB,G,27,3,1,9,1
blueberry,28-Jul-20,CB,G,28,2,0,10,0
blueberry,28-Jul-20,CB,G,38,3,1,9,2
blueberry,28-Jul-20,CB,G,59,1,0,10,0
blueberry,28-Jul-20,CB,F,25,1,0,10,0
blueberry,28-Jul-20,CB,F,25,2,1,9,1
blueberry,28-Jul-20,CB,F,33,3,1,9,2
blueberry,28-Jul-20,CB,F,56,2,0,10,0
blueberry,28-Jul-20,CB,F,56,3,3,7,4
blueberry,28-Jul-20,CB,A,9,1,7,3,16
blueberry,28-Jul-20,CB,A,9,2,5,5,15
blueberry,28-Jul-20,CB,A,9,3,10,0,47
blueberry,28-Jul-20,CB,B,3,1,5,5,7
blueberry,28-Jul-20,CB,B,3,2,5,5,13
blueberry,28-Jul-20,CB,B,3,3,7,3,16
blueberry,28-Jul-20,CB,C,10,1,0,10,0
blueberry,28-Jul-20,CB,C,10,2,0,10,0
