crop,date,location,variety,post.id.number,plant.id.number,terminal.with.aphid,terminal.without.aphids,aphid.number
blueberry,22-May-19,AR,G,NA,NA,5,5,NA
blueberry,22-May-19,AR,G,NA,NA,1,9,NA
blueberry,22-May-19,AR,F,NA,NA,3,7,NA
blueberry,22-May-19,AR,F,NA,NA,0,10,NA
blueberry,22-May-19,AR,B,NA,NA,0,10,NA
blueberry,22-May-19,AR,C,NA,NA,3,7,NA
blueberry,22-May-19,AR,D,NA,NA,0,10,NA
blueberry,22-May-19,AR,E,NA,NA,0,10,NA
blueberry,22-May-19,AR,H,NA,NA,1,9,NA
blueberry,23-May-19,CB,D,NA,NA,7,3,NA
blueberry,23-May-19,CB,D,NA,NA,2,8,NA
blueberry,23-May-19,CB,D,NA,NA,3,7,NA
blueberry,23-May-19,CB,C,NA,NA,1,9,NA
blueberry,23-May-19,CB,C,NA,NA,6,4,NA
blueberry,23-May-19,CB,C,NA,NA,3,7,NA
blueberry,23-May-19,CB,C,NA,NA,3,7,NA
blueberry,23-May-19,CB,C,NA,NA,4,6,NA
blueberry,23-May-19,CB,F,NA,NA,6,4,NA
blueberry,23-May-19,CB,F,NA,NA,8,2,NA
blueberry,23-May-19,CB,F,NA,NA,2,8,NA
blueberry,23-May-19,CB,F,NA,NA,9,1,NA
blueberry,23-May-19,CB,F,NA,NA,1,9,NA
blueberry,23-May-19,CB,G,NA,NA,1,9,NA
blueberry,23-May-19,CB,G,NA,NA,4,6,NA
blueberry,23-May-19,CB,G,NA,NA,4,6,NA
blueberry,23-May-19,CB,G,NA,NA,1,9,NA
blueberry,23-May-19,CB,G,NA,NA,5,5,NA
blueberry,23-May-19,CB,A,NA,NA,4,6,NA
blueberry,23-May-19,CB,A,NA,NA,3,7,NA
blueberry,23-May-19,CB,A,NA,NA,NA,NA,NA
blueberry,23-May-19,CB,B,NA,NA,0,10,NA
blueberry,23-May-19,CB,B,NA,NA,1,9,NA
blueberry,23-May-19,CB,B,NA,NA,1,9,NA
blueberry,06-Jun-19,SB,G,NA,47,3,7,3
blueberry,06-Jun-19,SB,G,NA,22,5,5,26
blueberry,06-Jun-19,SB,G,NA,45,2,8,13
blueberry,06-Jun-19,SB,G,NA,10,4,6,24
blueberry,06-Jun-19,SB,G,NA,46,8,2,28
blueberry,06-Jun-19,SB,F,NA,36,3,7,6
blueberry,06-Jun-19,SB,F,NA,27,7,3,39
blueberry,06-Jun-19,SB,F,NA,46,4,6,17
blueberry,06-Jun-19,SB,F,NA,48,7,3,72
blueberry,06-Jun-19,SB,F,NA,28,4,6,33
blueberry,06-Jun-19,SB,A,NA,2,4,6,23
blueberry,06-Jun-19,SB,A,NA,1,3,7,8
blueberry,06-Jun-19,SB,A,NA,6,2,8,4
blueberry,06-Jun-19,SB,A,NA,9,2,8,3
blueberry,06-Jun-19,SB,A,NA,7,3,7,6
blueberry,06-Jun-19,SB,B,NA,1,6,4,12
blueberry,06-Jun-19,SB,B,NA,2,0,9,0
blueberry,06-Jun-19,SB,B,NA,3,1,0,8
blueberry,06-Jun-19,SB,C,NA,19,3,7,
blueberry,06-Jun-19,SB,C,NA,22,5,5,4
blueberry,06-Jun-19,SB,C,NA,20,4,6,27
blueberry,06-Jun-19,SB,C,NA,10,4,6,4
blueberry,06-Jun-19,SB,C,NA,3,5,5,8
blueberry,06-Jun-19,SB,D,NA,8,0,10,10
blueberry,06-Jun-19,SB,D,NA,2,1,9,8
blueberry,06-Jun-19,SB,D,NA,4,1,9,1
blueberry,06-Jun-19,SB,D,NA,3,2,8,4
blueberry,06-Jun-19,SB,D,NA,5,0,10,0
blueberry,06-Jun-19,SB,E,NA,1,7,3,16
blueberry,06-Jun-19,SB,E,NA,2,0,10,0
blueberry,06-Jun-19,SB,E,NA,3,7,3,6
blueberry,06-Jun-19,SB,E,NA,4,8,2,26
blueberry,07-Jun-19,CB,G,28,3,6,4,31
blueberry,07-Jun-19,CB,G,59,3,8,2,42
blueberry,07-Jun-19,CB,G,27,1,7,3,52
blueberry,07-Jun-19,CB,G,27,2,8,2,49
blueberry,07-Jun-19,CB,G,27,3,8,2,68
blueberry,07-Jun-19,CB,F,58,1,7,3,50
blueberry,07-Jun-19,CB,F,33,2,7,3,91
blueberry,07-Jun-19,CB,F,58,3,8,2,163
blueberry,07-Jun-19,CB,F,9,3,8,2,76
blueberry,07-Jun-19,CB,F,33,3,5,5,20
blueberry,07-Jun-19,CB,A,NA,NA,NA,NA,NA
blueberry,07-Jun-19,CB,A,NA,NA,NA,NA,NA
blueberry,07-Jun-19,CB,A,NA,NA,NA,NA,NA
blueberry,07-Jun-19,CB,B,3,1,3,7,45
blueberry,07-Jun-19,CB,B,3,2,3,7,18
blueberry,07-Jun-19,CB,B,3,3,2,8,4
blueberry,07-Jun-19,CB,C,14,2,5,5,26
blueberry,07-Jun-19,CB,C,10,1,8,2,49
blueberry,07-Jun-19,CB,C,10,2,10,0,124
blueberry,07-Jun-19,CB,C,14,1,4,6,37
blueberry,07-Jun-19,CB,C,10,3,7,3,85
blueberry,07-Jun-19,CB,D,5,1,5,5,36
blueberry,07-Jun-19,CB,D,5,2,1,9,11
blueberry,07-Jun-19,CB,D,5,3,2,8,6
blueberry,07-Jun-19,AR,A,NA,NA,4,6,12
blueberry,07-Jun-19,AR,G,NA,1,7,3,29
blueberry,07-Jun-19,AR,G,NA,2,6,4,7
blueberry,07-Jun-19,AR,G,NA,3,5,5,14
blueberry,07-Jun-19,AR,F,NA,1,7,3,17
blueberry,07-Jun-19,AR,F,NA,2,5,5,31
blueberry,07-Jun-19,AR,B,NA,NA,0,10,0
blueberry,07-Jun-19,AR,C,NA,NA,2,8,8
blueberry,07-Jun-19,AR,D,NA,NA,4,6,16
blueberry,07-Jun-19,AR,E,NA,NA,4,6,20
blueberry,07-Jun-19,AR,H,NA,NA,1,9,2
blueberry,20-Jun-19,AR,A,NA,NA,4,6,NA
blueberry,20-Jun-19,AR,G,NA,1,5,5,NA
blueberry,20-Jun-19,AR,G,NA,2,5,5,NA
blueberry,20-Jun-19,AR,G,NA,3,5,5,NA
blueberry,20-Jun-19,AR,F,NA,1,5,5,NA
blueberry,20-Jun-19,AR,F,NA,2,2,8,NA
blueberry,20-Jun-19,AR,B,NA,NA,1,9,NA
blueberry,20-Jun-19,AR,C,NA,NA,8,2,NA
blueberry,20-Jun-19,AR,D,NA,NA,5,5,NA
blueberry,20-Jun-19,AR,E,NA,NA,4,6,NA
blueberry,20-Jun-19,AR,H,NA,NA,2,8,NA
blueberry,21-Jun-19,SB,G,NA,43,6,4,NA
blueberry,21-Jun-19,SB,G,NA,32,9,1,NA
blueberry,21-Jun-19,SB,G,NA,20,8,2,NA
blueberry,21-Jun-19,SB,G,NA,11,8,2,NA
blueberry,21-Jun-19,SB,G,NA,36,8,2,NA
blueberry,21-Jun-19,SB,F,NA,38,6,4,NA
blueberry,21-Jun-19,SB,F,NA,19,5,5,NA
blueberry,21-Jun-19,SB,F,NA,31,10,0,NA
blueberry,21-Jun-19,SB,F,NA,37,8,2,NA
blueberry,21-Jun-19,SB,F,NA,5,2,8,NA
blueberry,21-Jun-19,SB,A,NA,1,3,7,NA
blueberry,21-Jun-19,SB,A,NA,5,6,4,NA
blueberry,21-Jun-19,SB,A,NA,12,10,0,NA
blueberry,21-Jun-19,SB,A,NA,8,6,4,NA
blueberry,21-Jun-19,SB,A,NA,14,4,6,NA
blueberry,21-Jun-19,SB,B,NA,1,2,4,NA
blueberry,21-Jun-19,SB,B,NA,2,1,7,NA
blueberry,21-Jun-19,SB,B,NA,3,5,5,NA
blueberry,21-Jun-19,SB,B,NA,4,5,2,NA
blueberry,21-Jun-19,SB,C,NA,7,4,6,NA
blueberry,21-Jun-19,SB,C,NA,13,9,1,NA
blueberry,21-Jun-19,SB,C,NA,17,9,1,NA
blueberry,21-Jun-19,SB,C,NA,23,5,0,NA
blueberry,21-Jun-19,SB,C,NA,14,7,3,NA
blueberry,21-Jun-19,SB,D,NA,7,9,1,NA
blueberry,21-Jun-19,SB,D,NA,2,6,4,NA
blueberry,21-Jun-19,SB,D,NA,8,9,1,NA
blueberry,21-Jun-19,SB,D,NA,4,9,1,NA
blueberry,21-Jun-19,SB,D,NA,5,8,2,NA
blueberry,21-Jun-19,SB,E,NA,1,9,1,NA
blueberry,21-Jun-19,SB,E,NA,2,4,5,NA
blueberry,21-Jun-19,SB,E,NA,3,8,2,NA
blueberry,21-Jun-19,SB,E,NA,4,4,3,NA
blueberry,21-Jun-19,CB,G,28,1,7,3,NA
blueberry,21-Jun-19,CB,G,28,3,6,4,NA
blueberry,21-Jun-19,CB,G,38,1,9,1,NA
blueberry,21-Jun-19,CB,G,38,2,10,0,NA
blueberry,21-Jun-19,CB,G,38,3,9,1,NA
blueberry,21-Jun-19,CB,F,25,3,4,6,NA
blueberry,21-Jun-19,CB,F,33,3,6,4,NA
blueberry,21-Jun-19,CB,F,56,2,6,4,NA
blueberry,21-Jun-19,CB,F,58,1,6,4,NA
blueberry,21-Jun-19,CB,F,58,3,6,4,NA
blueberry,21-Jun-19,CB,A,9,1,7,3,NA
blueberry,21-Jun-19,CB,A,9,2,8,2,NA
blueberry,21-Jun-19,CB,A,9,3,8,2,NA
blueberry,21-Jun-19,CB,B,3,1,6,4,NA
blueberry,21-Jun-19,CB,B,3,2,4,6,NA
blueberry,21-Jun-19,CB,B,3,3,5,5,NA
blueberry,21-Jun-19,CB,C,10,1,5,5,NA
blueberry,21-Jun-19,CB,C,10,3,4,6,NA
blueberry,21-Jun-19,CB,C,14,1,5,5,NA
blueberry,21-Jun-19,CB,C,14,2,7,3,NA
blueberry,21-Jun-19,CB,C,14,3,5,5,NA
blueberry,21-Jun-19,CB,D,5,1,5,5,NA
blueberry,21-Jun-19,CB,D,5,2,6,4,NA
blueberry,21-Jun-19,CB,D,5,3,5,5,NA
blueberry,05-Jul-19,SB,G,NA,2,4,6,13
blueberry,05-Jul-19,SB,G,NA,8,4,6,8
blueberry,05-Jul-19,SB,G,NA,13,4,6,8
blueberry,05-Jul-19,SB,G,NA,25,2,8,2
blueberry,05-Jul-19,SB,G,NA,36,0,10,NA
blueberry,05-Jul-19,SB,F,NA,14,4,6,16
blueberry,05-Jul-19,SB,F,NA,17,3,7,3
blueberry,05-Jul-19,SB,F,NA,22,0,10,NA
blueberry,05-Jul-19,SB,F,NA,41,3,7,5
blueberry,05-Jul-19,SB,F,NA,42,3,7,2
blueberry,05-Jul-19,SB,A,NA,2,1,9,1
blueberry,05-Jul-19,SB,A,NA,4,0,10,NA
blueberry,05-Jul-19,SB,A,NA,7,1,9,1
blueberry,05-Jul-19,SB,A,NA,9,1,9,1
blueberry,05-Jul-19,SB,A,NA,13,0,10,NA
blueberry,05-Jul-19,SB,B,NA,1,0,10,NA
blueberry,05-Jul-19,SB,B,NA,2,1,9,1
blueberry,05-Jul-19,SB,B,NA,3,1,9,1
blueberry,05-Jul-19,SB,B,NA,4,2,5,2
blueberry,05-Jul-19,SB,C,NA,1,3,7,4
blueberry,05-Jul-19,SB,C,NA,3,1,9,1
blueberry,05-Jul-19,SB,C,NA,10,1,9,1
blueberry,05-Jul-19,SB,C,NA,18,1,9,1
blueberry,05-Jul-19,SB,C,NA,24,3,7,3
blueberry,05-Jul-19,SB,D,NA,1,0,10,NA
blueberry,05-Jul-19,SB,D,NA,2,2,8,0
blueberry,05-Jul-19,SB,D,NA,4,1,9,1
blueberry,05-Jul-19,SB,D,NA,6,2,8,1
blueberry,05-Jul-19,SB,D,NA,9,4,6,4
blueberry,05-Jul-19,SB,E,NA,1,5,5,8
blueberry,05-Jul-19,SB,E,NA,2,0,6,NA
blueberry,05-Jul-19,SB,E,NA,3,1,9,1
blueberry,05-Jul-19,SB,E,NA,4,3,7,4
blueberry,05-Jul-19,CB,G,8,1,7,3,29
blueberry,05-Jul-19,CB,G,28,1,6,4,23
blueberry,05-Jul-19,CB,G,28,2,9,1,64
blueberry,05-Jul-19,CB,G,28,3,6,4,18
blueberry,05-Jul-19,CB,G,38,2,4,6,58
blueberry,05-Jul-19,CB,F,9,1,7,3,27
blueberry,05-Jul-19,CB,F,33,2,0,10,NA
blueberry,05-Jul-19,CB,F,56,1,4,6,11
blueberry,05-Jul-19,CB,F,58,1,4,6,7
blueberry,05-Jul-19,CB,F,58,2,5,5,14
blueberry,05-Jul-19,CB,A,9,1,8,2,49
blueberry,05-Jul-19,CB,A,9,2,6,4,26
blueberry,05-Jul-19,CB,A,9,3,4,3,17
blueberry,05-Jul-19,CB,B,3,1,2,8,14
blueberry,05-Jul-19,CB,B,3,2,5,5,36
blueberry,05-Jul-19,CB,B,3,3,5,5,8
blueberry,05-Jul-19,CB,C,10,1,5,5,19
blueberry,05-Jul-19,CB,C,10,2,6,4,36
blueberry,05-Jul-19,CB,C,10,2,,,
blueberry,05-Jul-19,CB,C,10,3,5,5,19
blueberry,05-Jul-19,CB,C,14,1,8,2,54
blueberry,05-Jul-19,CB,C,14,1,,,
blueberry,05-Jul-19,CB,C,14,2,8,2,28
blueberry,05-Jul-19,CB,D,5,1,4,6,8
blueberry,05-Jul-19,CB,D,5,2,3,7,10
blueberry,05-Jul-19,CB,D,5,3,6,4,13
blueberry,03-Jul-19,AR,A,NA,NA,4,6,16
blueberry,03-Jul-19,AR,G,NA,1,4,6,29
blueberry,03-Jul-19,AR,G,NA,2,6,4,10
blueberry,03-Jul-19,AR,G,NA,3,4,6,12
blueberry,03-Jul-19,AR,F,NA,1,7,3,13
blueberry,03-Jul-19,AR,F,NA,2,5,5,13
blueberry,03-Jul-19,AR,B,NA,NA,2,8,3
blueberry,03-Jul-19,AR,C,NA,NA,3,7,5
blueberry,03-Jul-19,AR,D,NA,NA,2,8,11
blueberry,03-Jul-19,AR,E,NA,NA,4,6,7
blueberry,03-Jul-19,AR,H,NA,NA,3,7,7
blueberry,18-Jul-19,SB,G,NA,9,3,7,NA
blueberry,18-Jul-19,SB,G,NA,16,2,8,NA
blueberry,18-Jul-19,SB,G,NA,24,0,10,NA
blueberry,18-Jul-19,SB,G,NA,34,3,7,NA
blueberry,18-Jul-19,SB,G,NA,36,1,9,NA
blueberry,18-Jul-19,SB,F,NA,4,0,10,NA
blueberry,18-Jul-19,SB,F,NA,15,0,10,NA
blueberry,18-Jul-19,SB,F,NA,16,4,6,NA
blueberry,18-Jul-19,SB,F,NA,34,1,9,NA
blueberry,18-Jul-19,SB,F,NA,45,0,10,NA
blueberry,18-Jul-19,SB,A,NA,1,3,7,NA
blueberry,18-Jul-19,SB,A,NA,7,0,10,NA
blueberry,18-Jul-19,SB,A,NA,10,0,10,NA
blueberry,18-Jul-19,SB,A,NA,13,1,9,NA
blueberry,18-Jul-19,SB,A,NA,14,0,7,NA
blueberry,18-Jul-19,SB,B,NA,1,5,5,NA
blueberry,18-Jul-19,SB,B,NA,2,3,7,NA
blueberry,18-Jul-19,SB,B,NA,3,1,9,NA
blueberry,18-Jul-19,SB,B,NA,4,4,6,NA
blueberry,18-Jul-19,SB,C,NA,13,2,8,NA
blueberry,18-Jul-19,SB,C,NA,14,0,10,NA
blueberry,18-Jul-19,SB,C,NA,16,0,10,NA
blueberry,18-Jul-19,SB,C,NA,19,2,8,NA
blueberry,18-Jul-19,SB,C,NA,24,3,7,NA
blueberry,18-Jul-19,SB,D,NA,1,0,10,NA
blueberry,18-Jul-19,SB,D,NA,2,0,10,NA
blueberry,18-Jul-19,SB,D,NA,5,0,10,NA
blueberry,18-Jul-19,SB,D,NA,6,0,10,NA
blueberry,18-Jul-19,SB,D,NA,7,0,10,NA
blueberry,18-Jul-19,SB,E,NA,1,1,7,NA
blueberry,18-Jul-19,SB,E,NA,2,3,7,NA
blueberry,18-Jul-19,SB,E,NA,3,0,10,NA
blueberry,18-Jul-19,SB,E,NA,4,0,10,NA
blueberry,18-Jul-19,CB,G,8,2,6,4,NA
blueberry,18-Jul-19,CB,G,28,1,9,1,NA
blueberry,18-Jul-19,CB,G,28,2,5,5,NA
blueberry,18-Jul-19,CB,G,38,3,8,2,NA
blueberry,18-Jul-19,CB,G,59,2,4,6,NA
blueberry,18-Jul-19,CB,F,9,1,9,1,NA
blueberry,18-Jul-19,CB,F,9,3,10,0,NA
blueberry,18-Jul-19,CB,F,25,1,2,8,NA
blueberry,18-Jul-19,CB,F,56,3,2,8,NA
blueberry,18-Jul-19,CB,F,58,2,5,5,NA
blueberry,18-Jul-19,CB,A,9,1,8,2,NA
blueberry,18-Jul-19,CB,A,9,2,5,5,NA
blueberry,18-Jul-19,CB,A,9,3,6,4,NA
blueberry,18-Jul-19,CB,B,3,1,8,2,NA
blueberry,18-Jul-19,CB,B,3,2,8,2,NA
blueberry,18-Jul-19,CB,B,3,3,9,1,NA
blueberry,18-Jul-19,CB,C,10,1,3,7,NA
blueberry,18-Jul-19,CB,C,10,2,5,5,NA
blueberry,18-Jul-19,CB,C,14,1,3,7,NA
blueberry,18-Jul-19,CB,C,14,2,6,4,NA
blueberry,18-Jul-19,CB,C,14,3,5,5,NA
blueberry,18-Jul-19,CB,D,5,1,3,7,NA
blueberry,18-Jul-19,CB,D,5,2,7,3,NA
blueberry,18-Jul-19,CB,D,5,3,8,2,NA
blueberry,19-Jul-19,AR,A,NA,NA,3,7,NA
blueberry,19-Jul-19,AR,G,NA,1,3,7,NA
blueberry,19-Jul-19,AR,G,NA,2,2,8,NA
blueberry,19-Jul-19,AR,G,NA,3,2,8,NA
blueberry,19-Jul-19,AR,F,NA,1,3,7,NA
blueberry,19-Jul-19,AR,F,NA,2,2,8,NA
blueberry,19-Jul-19,AR,B,NA,NA,0,10,NA
blueberry,19-Jul-19,AR,C,NA,NA,0,10,NA
blueberry,19-Jul-19,AR,D,NA,NA,1,9,NA
blueberry,19-Jul-19,AR,E,NA,NA,5,5,NA
blueberry,19-Jul-19,AR,H,NA,NA,1,9,NA
blueberry,01-Aug-19,SB,G,NA,18,1,9,1
blueberry,01-Aug-19,SB,G,NA,22,0,10,NA
blueberry,01-Aug-19,SB,G,NA,27,1,9,1
blueberry,01-Aug-19,SB,G,NA,39,4,6,4
blueberry,01-Aug-19,SB,G,NA,42,0,10,NA
blueberry,01-Aug-19,SB,F,NA,2,2,8,2
blueberry,01-Aug-19,SB,F,NA,6,3,7,4
blueberry,01-Aug-19,SB,F,NA,9,1,9,1
blueberry,01-Aug-19,SB,F,NA,21,0,10,NA
blueberry,01-Aug-19,SB,F,NA,36,0,10,NA
blueberry,01-Aug-19,SB,A,NA,1,0,10,NA
blueberry,01-Aug-19,SB,A,NA,7,2,8,NA
blueberry,01-Aug-19,SB,A,NA,8,0,10,NA
blueberry,01-Aug-19,SB,A,NA,9,0,9,NA
blueberry,01-Aug-19,SB,A,NA,13,0,10,NA
blueberry,01-Aug-19,SB,B,NA,1,0,10,NA
blueberry,01-Aug-19,SB,B,NA,2,1,9,1
blueberry,01-Aug-19,SB,B,NA,3,0,10,NA
blueberry,01-Aug-19,SB,B,NA,4,0,10,NA
blueberry,01-Aug-19,SB,C,NA,6,1,9,NA
blueberry,01-Aug-19,SB,C,NA,9,1,9,NA
blueberry,01-Aug-19,SB,C,NA,12,0,10,NA
blueberry,01-Aug-19,SB,C,NA,21,0,10,NA
blueberry,01-Aug-19,SB,C,NA,23,0,6,NA
blueberry,01-Aug-19,SB,D,NA,1,0,10,NA
blueberry,01-Aug-19,SB,D,NA,3,0,10,NA
blueberry,01-Aug-19,SB,D,NA,4,0,10,NA
blueberry,01-Aug-19,SB,D,NA,8,2,8,2
blueberry,01-Aug-19,SB,D,NA,9,3,7,3
blueberry,01-Aug-19,SB,E,NA,1,2,8,2
blueberry,01-Aug-19,SB,E,NA,2,1,9,1
blueberry,01-Aug-19,SB,E,NA,3,3,7,7
blueberry,01-Aug-19,SB,E,NA,4,0,10,NA
blueberry,01-Aug-19,SB,E,NA,6,2,8,3
blueberry,01-Aug-19,CB,G,8,1,1,9,1
blueberry,01-Aug-19,CB,G,27,3,2,8,2
blueberry,01-Aug-19,CB,G,28,1,4,6,NA
blueberry,01-Aug-19,CB,G,28,2,0,10,NA
blueberry,01-Aug-19,CB,G,28,3,2,8,5
blueberry,01-Aug-19,CB,F,9,2,3,7,10
blueberry,01-Aug-19,CB,F,25,2,5,5,4
blueberry,01-Aug-19,CB,F,56,2,4,6,8
blueberry,01-Aug-19,CB,F,56,3,2,8,2
blueberry,01-Aug-19,CB,F,58,3,4,6,9
blueberry,01-Aug-19,CB,A,9,1,6,4,22
blueberry,01-Aug-19,CB,A,9,2,7,3,NA
blueberry,01-Aug-19,CB,A,9,3,4,6,NA
blueberry,01-Aug-19,CB,B,3,1,0,10,NA
blueberry,01-Aug-19,CB,B,3,2,3,7,5
blueberry,01-Aug-19,CB,B,3,3,2,8,NA
blueberry,01-Aug-19,CB,C,10,1,2,8,NA
blueberry,01-Aug-19,CB,C,10,2,2,8,NA
blueberry,01-Aug-19,CB,C,10,3,1,9,NA
blueberry,01-Aug-19,CB,C,14,2,2,8,NA
blueberry,01-Aug-19,CB,C,14,3,4,6,NA
blueberry,01-Aug-19,CB,D,5,1,1,9,1
blueberry,01-Aug-19,CB,D,5,2,3,7,15
blueberry,01-Aug-19,CB,D,5,3,7,3,16
blueberry,01-Aug-19,AR,A,NA,NA,NA,NA,NA
blueberry,01-Aug-19,AR,G,NA,NA,NA,NA,NA
blueberry,01-Aug-19,AR,G,NA,NA,NA,NA,NA
blueberry,01-Aug-19,AR,G,NA,NA,NA,NA,NA
blueberry,01-Aug-19,AR,F,NA,NA,NA,NA,NA
blueberry,01-Aug-19,AR,F,NA,NA,NA,NA,NA
blueberry,01-Aug-19,AR,B,NA,NA,NA,NA,NA
blueberry,01-Aug-19,AR,C,NA,NA,NA,NA,NA
blueberry,01-Aug-19,AR,D,NA,NA,NA,NA,NA
blueberry,01-Aug-19,AR,E,NA,NA,NA,NA,NA
blueberry,01-Aug-19,AR,H,NA,NA,NA,NA,NA
blueberry,14-Aug-19,CB,G,NA,NA,NA,NA,NA
blueberry,14-Aug-19,CB,G,NA,NA,NA,NA,NA
blueberry,14-Aug-19,CB,G,NA,NA,NA,NA,NA
blueberry,14-Aug-19,CB,G,NA,NA,NA,NA,NA
blueberry,14-Aug-19,CB,G,NA,NA,NA,NA,NA
blueberry,14-Aug-19,CB,F,NA,NA,NA,NA,NA
blueberry,14-Aug-19,CB,F,NA,NA,NA,NA,NA
blueberry,14-Aug-19,CB,F,NA,NA,NA,NA,NA
blueberry,14-Aug-19,CB,F,NA,NA,NA,NA,NA
blueberry,14-Aug-19,CB,F,NA,NA,NA,NA,NA
blueberry,14-Aug-19,CB,A,NA,NA,NA,NA,NA
blueberry,14-Aug-19,CB,A,NA,NA,NA,NA,NA
blueberry,14-Aug-19,CB,A,NA,NA,NA,NA,NA
blueberry,14-Aug-19,CB,B,NA,NA,NA,NA,NA
blueberry,14-Aug-19,CB,B,NA,NA,NA,NA,NA
blueberry,14-Aug-19,CB,B,NA,NA,NA,NA,NA
blueberry,14-Aug-19,CB,C,NA,NA,NA,NA,NA
blueberry,14-Aug-19,CB,C,NA,NA,NA,NA,NA
blueberry,14-Aug-19,CB,C,NA,NA,NA,NA,NA
blueberry,14-Aug-19,CB,C,NA,NA,NA,NA,NA
blueberry,14-Aug-19,CB,C,NA,NA,NA,NA,NA
blueberry,14-Aug-19,CB,D,NA,NA,NA,NA,NA
blueberry,14-Aug-19,CB,D,NA,NA,NA,NA,NA
blueberry,14-Aug-19,CB,D,NA,NA,NA,NA,NA
blueberry,14-Aug-19,SB,G,NA,12,1,9,0
blueberry,14-Aug-19,SB,G,NA,13,3,7,0
blueberry,14-Aug-19,SB,G,NA,18,0,10,0
blueberry,14-Aug-19,SB,G,NA,23,1,9,0
blueberry,14-Aug-19,SB,G,NA,26,1,9,0
blueberry,14-Aug-19,SB,F,NA,3,3,7,0
blueberry,14-Aug-19,SB,F,NA,36,0,10,0
blueberry,14-Aug-19,SB,F,NA,40,0,10,0
blueberry,14-Aug-19,SB,F,NA,45,1,9,0
blueberry,14-Aug-19,SB,F,NA,47,0,10,0
blueberry,14-Aug-19,SB,A,NA,2,0,10,0
blueberry,14-Aug-19,SB,A,NA,4,0,10,0
blueberry,14-Aug-19,SB,A,NA,5,0,10,0
blueberry,14-Aug-19,SB,A,NA,11,1,9,0
blueberry,14-Aug-19,SB,A,NA,12,0,10,0
blueberry,14-Aug-19,SB,B,NA,1,2,4,0
blueberry,14-Aug-19,SB,B,NA,2,0,8,0
blueberry,14-Aug-19,SB,B,NA,3,1,9,0
blueberry,14-Aug-19,SB,B,NA,4,2,7,0
blueberry,14-Aug-19,SB,C,NA,2,0,10,0
blueberry,14-Aug-19,SB,C,NA,9,0,10,0
blueberry,14-Aug-19,SB,C,NA,11,0,10,0
blueberry,14-Aug-19,SB,C,NA,17,0,10,0
blueberry,14-Aug-19,SB,C,NA,22,1,9,0
blueberry,14-Aug-19,SB,D,NA,3,0,10,0
blueberry,14-Aug-19,SB,D,NA,4,0,10,0
blueberry,14-Aug-19,SB,D,NA,5,0,10,0
blueberry,14-Aug-19,SB,D,NA,6,0,10,0
blueberry,14-Aug-19,SB,D,NA,9,0,10,0
blueberry,14-Aug-19,SB,E,NA,1,0,10,0
blueberry,14-Aug-19,SB,E,NA,2,1,9,0
blueberry,14-Aug-19,SB,E,NA,3,0,10,0
blueberry,14-Aug-19,SB,E,NA,4,0,10,0
blueberry,14-Aug-19,SB,E,NA,6,0,10,0
