,sample_idB,id,year,date,hour,sample_id,X,burst_,x1_,x2_,y1_,y2_,sl_,direction_p,ta_,t1_,t2_,dt_,tod_end_,distance
1580,191 2020-06-25 day,191,2020,2020-06-25,17,191 2020-06-25 17,191 2020-06-25 day.1,2,443624.8388,443624.1204,5525526.081,5525526.088,0.718488781,3.131119815,NA,2020-06-25 8:28,2020-06-25 9:29,60.86666667,night,0.718488781
1581,191 2020-06-25 day,191,2020,2020-06-25,17,191 2020-06-25 17,191 2020-06-25 day.3,6,445696.4683,450251.997,5531299.022,5544435.677,13904.12051,1.236993034,NA,2020-06-25 15:04,2020-06-25 16:03,59.65,day,13904.12051
1582,191 2020-06-25 day,191,2020,2020-06-25,17,191 2020-06-25 17,191 2020-06-25 day.4,6,450251.997,450887.0166,5544435.677,5520969.527,23474.74116,-1.543741841,-2.780734875,2020-06-25 16:03,2020-06-25 17:03,59.75,day,23474.74116
1583,191 2020-06-25 day,191,2020,2020-06-25,17,191 2020-06-25 17,191 2020-06-25 day.5,6,450887.0166,442305.8579,5520969.527,5518631.662,8893.924616,-2.875606496,-1.331864655,2020-06-25 17:03,2020-06-25 18:02,59.33333333,day,8893.924616
1584,191 2020-06-25 day,191,2020,2020-06-25,17,191 2020-06-25 17,191 2020-06-25 day.2,2,443624.1204,443622.6951,5525526.088,5525527.215,1.816906692,2.472588947,-0.658530868,2020-06-25 9:29,2020-06-25 10:30,60.8,night,1.816906692
1585,191 2020-06-25 day,191,2020,2020-06-25,12,191 2020-06-25 12,191 2020-06-25 day.1,2,443624.8388,443624.1204,5525526.081,5525526.088,0.718488781,3.131119815,NA,2020-06-25 8:28,2020-06-25 9:29,60.86666667,night,0.718488781
1586,191 2020-06-25 day,191,2020,2020-06-25,12,191 2020-06-25 12,191 2020-06-25 day.3,6,445696.4683,450251.997,5531299.022,5544435.677,13904.12051,1.236993034,NA,2020-06-25 15:04,2020-06-25 16:03,59.65,day,13904.12051
1587,191 2020-06-25 day,191,2020,2020-06-25,12,191 2020-06-25 12,191 2020-06-25 day.4,6,450251.997,450887.0166,5544435.677,5520969.527,23474.74116,-1.543741841,-2.780734875,2020-06-25 16:03,2020-06-25 17:03,59.75,day,23474.74116
1588,191 2020-06-25 day,191,2020,2020-06-25,12,191 2020-06-25 12,191 2020-06-25 day.5,6,450887.0166,442305.8579,5520969.527,5518631.662,8893.924616,-2.875606496,-1.331864655,2020-06-25 17:03,2020-06-25 18:02,59.33333333,day,8893.924616
1589,191 2020-06-25 day,191,2020,2020-06-25,12,191 2020-06-25 12,191 2020-06-25 day.2,2,443624.1204,443622.6951,5525526.088,5525527.215,1.816906692,2.472588947,-0.658530868,2020-06-25 9:29,2020-06-25 10:30,60.8,night,1.816906692
1590,191 2020-06-25 day,191,2020,2020-06-25,8,191 2020-06-25 8,191 2020-06-25 day.1,2,443624.8388,443624.1204,5525526.081,5525526.088,0.718488781,3.131119815,NA,2020-06-25 8:28,2020-06-25 9:29,60.86666667,night,0.718488781
1591,191 2020-06-25 day,191,2020,2020-06-25,8,191 2020-06-25 8,191 2020-06-25 day.3,6,445696.4683,450251.997,5531299.022,5544435.677,13904.12051,1.236993034,NA,2020-06-25 15:04,2020-06-25 16:03,59.65,day,13904.12051
1592,191 2020-06-25 day,191,2020,2020-06-25,8,191 2020-06-25 8,191 2020-06-25 day.4,6,450251.997,450887.0166,5544435.677,5520969.527,23474.74116,-1.543741841,-2.780734875,2020-06-25 16:03,2020-06-25 17:03,59.75,day,23474.74116
1593,191 2020-06-25 day,191,2020,2020-06-25,8,191 2020-06-25 8,191 2020-06-25 day.5,6,450887.0166,442305.8579,5520969.527,5518631.662,8893.924616,-2.875606496,-1.331864655,2020-06-25 17:03,2020-06-25 18:02,59.33333333,day,8893.924616
1594,191 2020-06-25 day,191,2020,2020-06-25,8,191 2020-06-25 8,191 2020-06-25 day.2,2,443624.1204,443622.6951,5525526.088,5525527.215,1.816906692,2.472588947,-0.658530868,2020-06-25 9:29,2020-06-25 10:30,60.8,night,1.816906692
1595,191 2020-06-25 day,191,2020,2020-06-25,11,191 2020-06-25 11,191 2020-06-25 day.1,2,443624.8388,443624.1204,5525526.081,5525526.088,0.718488781,3.131119815,NA,2020-06-25 8:28,2020-06-25 9:29,60.86666667,night,0.718488781
1596,191 2020-06-25 day,191,2020,2020-06-25,11,191 2020-06-25 11,191 2020-06-25 day.3,6,445696.4683,450251.997,5531299.022,5544435.677,13904.12051,1.236993034,NA,2020-06-25 15:04,2020-06-25 16:03,59.65,day,13904.12051
1597,191 2020-06-25 day,191,2020,2020-06-25,11,191 2020-06-25 11,191 2020-06-25 day.4,6,450251.997,450887.0166,5544435.677,5520969.527,23474.74116,-1.543741841,-2.780734875,2020-06-25 16:03,2020-06-25 17:03,59.75,day,23474.74116
1598,191 2020-06-25 day,191,2020,2020-06-25,11,191 2020-06-25 11,191 2020-06-25 day.5,6,450887.0166,442305.8579,5520969.527,5518631.662,8893.924616,-2.875606496,-1.331864655,2020-06-25 17:03,2020-06-25 18:02,59.33333333,day,8893.924616
1599,191 2020-06-25 day,191,2020,2020-06-25,11,191 2020-06-25 11,191 2020-06-25 day.2,2,443624.1204,443622.6951,5525526.088,5525527.215,1.816906692,2.472588947,-0.658530868,2020-06-25 9:29,2020-06-25 10:30,60.8,night,1.816906692
1600,191 2020-06-25 day,191,2020,2020-06-25,16,191 2020-06-25 16,191 2020-06-25 day.1,2,443624.8388,443624.1204,5525526.081,5525526.088,0.718488781,3.131119815,NA,2020-06-25 8:28,2020-06-25 9:29,60.86666667,night,0.718488781
1601,191 2020-06-25 day,191,2020,2020-06-25,16,191 2020-06-25 16,191 2020-06-25 day.3,6,445696.4683,450251.997,5531299.022,5544435.677,13904.12051,1.236993034,NA,2020-06-25 15:04,2020-06-25 16:03,59.65,day,13904.12051
1602,191 2020-06-25 day,191,2020,2020-06-25,16,191 2020-06-25 16,191 2020-06-25 day.4,6,450251.997,450887.0166,5544435.677,5520969.527,23474.74116,-1.543741841,-2.780734875,2020-06-25 16:03,2020-06-25 17:03,59.75,day,23474.74116
1603,191 2020-06-25 day,191,2020,2020-06-25,16,191 2020-06-25 16,191 2020-06-25 day.5,6,450887.0166,442305.8579,5520969.527,5518631.662,8893.924616,-2.875606496,-1.331864655,2020-06-25 17:03,2020-06-25 18:02,59.33333333,day,8893.924616
1604,191 2020-06-25 day,191,2020,2020-06-25,16,191 2020-06-25 16,191 2020-06-25 day.2,2,443624.1204,443622.6951,5525526.088,5525527.215,1.816906692,2.472588947,-0.658530868,2020-06-25 9:29,2020-06-25 10:30,60.8,night,1.816906692
1605,191 2020-06-25 day,191,2020,2020-06-25,13,191 2020-06-25 13,191 2020-06-25 day.1,2,443624.8388,443624.1204,5525526.081,5525526.088,0.718488781,3.131119815,NA,2020-06-25 8:28,2020-06-25 9:29,60.86666667,night,0.718488781
1606,191 2020-06-25 day,191,2020,2020-06-25,13,191 2020-06-25 13,191 2020-06-25 day.3,6,445696.4683,450251.997,5531299.022,5544435.677,13904.12051,1.236993034,NA,2020-06-25 15:04,2020-06-25 16:03,59.65,day,13904.12051
1607,191 2020-06-25 day,191,2020,2020-06-25,13,191 2020-06-25 13,191 2020-06-25 day.4,6,450251.997,450887.0166,5544435.677,5520969.527,23474.74116,-1.543741841,-2.780734875,2020-06-25 16:03,2020-06-25 17:03,59.75,day,23474.74116
1608,191 2020-06-25 day,191,2020,2020-06-25,13,191 2020-06-25 13,191 2020-06-25 day.5,6,450887.0166,442305.8579,5520969.527,5518631.662,8893.924616,-2.875606496,-1.331864655,2020-06-25 17:03,2020-06-25 18:02,59.33333333,day,8893.924616
1609,191 2020-06-25 day,191,2020,2020-06-25,13,191 2020-06-25 13,191 2020-06-25 day.2,2,443624.1204,443622.6951,5525526.088,5525527.215,1.816906692,2.472588947,-0.658530868,2020-06-25 9:29,2020-06-25 10:30,60.8,night,1.816906692
1610,191 2020-06-25 day,191,2020,2020-06-25,14,191 2020-06-25 14,191 2020-06-25 day.1,2,443624.8388,443624.1204,5525526.081,5525526.088,0.718488781,3.131119815,NA,2020-06-25 8:28,2020-06-25 9:29,60.86666667,night,0.718488781
1611,191 2020-06-25 day,191,2020,2020-06-25,14,191 2020-06-25 14,191 2020-06-25 day.3,6,445696.4683,450251.997,5531299.022,5544435.677,13904.12051,1.236993034,NA,2020-06-25 15:04,2020-06-25 16:03,59.65,day,13904.12051
1612,191 2020-06-25 day,191,2020,2020-06-25,14,191 2020-06-25 14,191 2020-06-25 day.4,6,450251.997,450887.0166,5544435.677,5520969.527,23474.74116,-1.543741841,-2.780734875,2020-06-25 16:03,2020-06-25 17:03,59.75,day,23474.74116
1613,191 2020-06-25 day,191,2020,2020-06-25,14,191 2020-06-25 14,191 2020-06-25 day.5,6,450887.0166,442305.8579,5520969.527,5518631.662,8893.924616,-2.875606496,-1.331864655,2020-06-25 17:03,2020-06-25 18:02,59.33333333,day,8893.924616
1614,191 2020-06-25 day,191,2020,2020-06-25,14,191 2020-06-25 14,191 2020-06-25 day.2,2,443624.1204,443622.6951,5525526.088,5525527.215,1.816906692,2.472588947,-0.658530868,2020-06-25 9:29,2020-06-25 10:30,60.8,night,1.816906692
1615,191 2020-06-25 day,191,2020,2020-06-25,7,191 2020-06-25 7,191 2020-06-25 day.1,2,443624.8388,443624.1204,5525526.081,5525526.088,0.718488781,3.131119815,NA,2020-06-25 8:28,2020-06-25 9:29,60.86666667,night,0.718488781
1616,191 2020-06-25 day,191,2020,2020-06-25,7,191 2020-06-25 7,191 2020-06-25 day.3,6,445696.4683,450251.997,5531299.022,5544435.677,13904.12051,1.236993034,NA,2020-06-25 15:04,2020-06-25 16:03,59.65,day,13904.12051
1617,191 2020-06-25 day,191,2020,2020-06-25,7,191 2020-06-25 7,191 2020-06-25 day.4,6,450251.997,450887.0166,5544435.677,5520969.527,23474.74116,-1.543741841,-2.780734875,2020-06-25 16:03,2020-06-25 17:03,59.75,day,23474.74116
1618,191 2020-06-25 day,191,2020,2020-06-25,7,191 2020-06-25 7,191 2020-06-25 day.5,6,450887.0166,442305.8579,5520969.527,5518631.662,8893.924616,-2.875606496,-1.331864655,2020-06-25 17:03,2020-06-25 18:02,59.33333333,day,8893.924616
1619,191 2020-06-25 day,191,2020,2020-06-25,7,191 2020-06-25 7,191 2020-06-25 day.2,2,443624.1204,443622.6951,5525526.088,5525527.215,1.816906692,2.472588947,-0.658530868,2020-06-25 9:29,2020-06-25 10:30,60.8,night,1.816906692
1620,191 2020-06-25 day,191,2020,2020-06-25,6,191 2020-06-25 6,191 2020-06-25 day.1,2,443624.8388,443624.1204,5525526.081,5525526.088,0.718488781,3.131119815,NA,2020-06-25 8:28,2020-06-25 9:29,60.86666667,night,0.718488781
1621,191 2020-06-25 day,191,2020,2020-06-25,6,191 2020-06-25 6,191 2020-06-25 day.3,6,445696.4683,450251.997,5531299.022,5544435.677,13904.12051,1.236993034,NA,2020-06-25 15:04,2020-06-25 16:03,59.65,day,13904.12051
1622,191 2020-06-25 day,191,2020,2020-06-25,6,191 2020-06-25 6,191 2020-06-25 day.4,6,450251.997,450887.0166,5544435.677,5520969.527,23474.74116,-1.543741841,-2.780734875,2020-06-25 16:03,2020-06-25 17:03,59.75,day,23474.74116
1623,191 2020-06-25 day,191,2020,2020-06-25,6,191 2020-06-25 6,191 2020-06-25 day.5,6,450887.0166,442305.8579,5520969.527,5518631.662,8893.924616,-2.875606496,-1.331864655,2020-06-25 17:03,2020-06-25 18:02,59.33333333,day,8893.924616
1624,191 2020-06-25 day,191,2020,2020-06-25,6,191 2020-06-25 6,191 2020-06-25 day.2,2,443624.1204,443622.6951,5525526.088,5525527.215,1.816906692,2.472588947,-0.658530868,2020-06-25 9:29,2020-06-25 10:30,60.8,night,1.816906692
1625,191 2020-06-25 day,191,2020,2020-06-25,10,191 2020-06-25 10,191 2020-06-25 day.1,2,443624.8388,443624.1204,5525526.081,5525526.088,0.718488781,3.131119815,NA,2020-06-25 8:28,2020-06-25 9:29,60.86666667,night,0.718488781
1626,191 2020-06-25 day,191,2020,2020-06-25,10,191 2020-06-25 10,191 2020-06-25 day.3,6,445696.4683,450251.997,5531299.022,5544435.677,13904.12051,1.236993034,NA,2020-06-25 15:04,2020-06-25 16:03,59.65,day,13904.12051
1627,191 2020-06-25 day,191,2020,2020-06-25,10,191 2020-06-25 10,191 2020-06-25 day.4,6,450251.997,450887.0166,5544435.677,5520969.527,23474.74116,-1.543741841,-2.780734875,2020-06-25 16:03,2020-06-25 17:03,59.75,day,23474.74116
1628,191 2020-06-25 day,191,2020,2020-06-25,10,191 2020-06-25 10,191 2020-06-25 day.5,6,450887.0166,442305.8579,5520969.527,5518631.662,8893.924616,-2.875606496,-1.331864655,2020-06-25 17:03,2020-06-25 18:02,59.33333333,day,8893.924616
1629,191 2020-06-25 day,191,2020,2020-06-25,10,191 2020-06-25 10,191 2020-06-25 day.2,2,443624.1204,443622.6951,5525526.088,5525527.215,1.816906692,2.472588947,-0.658530868,2020-06-25 9:29,2020-06-25 10:30,60.8,night,1.816906692
1630,191 2020-06-25 day,191,2020,2020-06-25,9,191 2020-06-25 9,191 2020-06-25 day.1,2,443624.8388,443624.1204,5525526.081,5525526.088,0.718488781,3.131119815,NA,2020-06-25 8:28,2020-06-25 9:29,60.86666667,night,0.718488781
1631,191 2020-06-25 day,191,2020,2020-06-25,9,191 2020-06-25 9,191 2020-06-25 day.3,6,445696.4683,450251.997,5531299.022,5544435.677,13904.12051,1.236993034,NA,2020-06-25 15:04,2020-06-25 16:03,59.65,day,13904.12051
1632,191 2020-06-25 day,191,2020,2020-06-25,9,191 2020-06-25 9,191 2020-06-25 day.4,6,450251.997,450887.0166,5544435.677,5520969.527,23474.74116,-1.543741841,-2.780734875,2020-06-25 16:03,2020-06-25 17:03,59.75,day,23474.74116
1633,191 2020-06-25 day,191,2020,2020-06-25,9,191 2020-06-25 9,191 2020-06-25 day.5,6,450887.0166,442305.8579,5520969.527,5518631.662,8893.924616,-2.875606496,-1.331864655,2020-06-25 17:03,2020-06-25 18:02,59.33333333,day,8893.924616
1634,191 2020-06-25 day,191,2020,2020-06-25,9,191 2020-06-25 9,191 2020-06-25 day.2,2,443624.1204,443622.6951,5525526.088,5525527.215,1.816906692,2.472588947,-0.658530868,2020-06-25 9:29,2020-06-25 10:30,60.8,night,1.816906692
1635,191 2020-06-25 day,191,2020,2020-06-25,18,191 2020-06-25 18,191 2020-06-25 day.1,2,443624.8388,443624.1204,5525526.081,5525526.088,0.718488781,3.131119815,NA,2020-06-25 8:28,2020-06-25 9:29,60.86666667,night,0.718488781
1636,191 2020-06-25 day,191,2020,2020-06-25,18,191 2020-06-25 18,191 2020-06-25 day.3,6,445696.4683,450251.997,5531299.022,5544435.677,13904.12051,1.236993034,NA,2020-06-25 15:04,2020-06-25 16:03,59.65,day,13904.12051
1637,191 2020-06-25 day,191,2020,2020-06-25,18,191 2020-06-25 18,191 2020-06-25 day.4,6,450251.997,450887.0166,5544435.677,5520969.527,23474.74116,-1.543741841,-2.780734875,2020-06-25 16:03,2020-06-25 17:03,59.75,day,23474.74116
1638,191 2020-06-25 day,191,2020,2020-06-25,18,191 2020-06-25 18,191 2020-06-25 day.5,6,450887.0166,442305.8579,5520969.527,5518631.662,8893.924616,-2.875606496,-1.331864655,2020-06-25 17:03,2020-06-25 18:02,59.33333333,day,8893.924616
1639,191 2020-06-25 day,191,2020,2020-06-25,18,191 2020-06-25 18,191 2020-06-25 day.2,2,443624.1204,443622.6951,5525526.088,5525527.215,1.816906692,2.472588947,-0.658530868,2020-06-25 9:29,2020-06-25 10:30,60.8,night,1.816906692
1640,191 2020-06-25 day,191,2020,2020-06-25,15,191 2020-06-25 15,191 2020-06-25 day.1,2,443624.8388,443624.1204,5525526.081,5525526.088,0.718488781,3.131119815,NA,2020-06-25 8:28,2020-06-25 9:29,60.86666667,night,0.718488781
1641,191 2020-06-25 day,191,2020,2020-06-25,15,191 2020-06-25 15,191 2020-06-25 day.3,6,445696.4683,450251.997,5531299.022,5544435.677,13904.12051,1.236993034,NA,2020-06-25 15:04,2020-06-25 16:03,59.65,day,13904.12051
1642,191 2020-06-25 day,191,2020,2020-06-25,15,191 2020-06-25 15,191 2020-06-25 day.4,6,450251.997,450887.0166,5544435.677,5520969.527,23474.74116,-1.543741841,-2.780734875,2020-06-25 16:03,2020-06-25 17:03,59.75,day,23474.74116
1643,191 2020-06-25 day,191,2020,2020-06-25,15,191 2020-06-25 15,191 2020-06-25 day.5,6,450887.0166,442305.8579,5520969.527,5518631.662,8893.924616,-2.875606496,-1.331864655,2020-06-25 17:03,2020-06-25 18:02,59.33333333,day,8893.924616
1644,191 2020-06-25 day,191,2020,2020-06-25,15,191 2020-06-25 15,191 2020-06-25 day.2,2,443624.1204,443622.6951,5525526.088,5525527.215,1.816906692,2.472588947,-0.658530868,2020-06-25 9:29,2020-06-25 10:30,60.8,night,1.816906692
1645,191 2020-06-25 night,191,2020,2020-06-25,21,191 2020-06-25 21,191 2020-06-25 night.4,6,443656.8792,433744.4288,5523093.966,5521170.763,10097.29583,-2.949954678,-0.316500212,2020-06-25 22:00,2020-06-25 22:59,59.78333333,day,10097.29583
1646,191 2020-06-25 night,191,2020,2020-06-25,21,191 2020-06-25 21,191 2020-06-25 night.1,6,439057.4829,444050.5061,5524988.747,5525209.189,4997.887124,0.044121276,NA,2020-06-25 19:00,2020-06-25 20:00,60.05,day,4997.887124
1647,191 2020-06-25 night,191,2020,2020-06-25,21,191 2020-06-25 21,191 2020-06-25 night.2,6,444050.5061,444974.1189,5525209.189,5523827.559,1661.914628,-0.981528842,-1.025650118,2020-06-25 20:00,2020-06-25 21:00,59.53333333,day,1661.914628
1648,191 2020-06-25 night,191,2020,2020-06-25,21,191 2020-06-25 21,191 2020-06-25 night.3,6,444974.1189,443656.8792,5523827.559,5523093.966,1507.739666,-2.633454465,-1.651925623,2020-06-25 21:00,2020-06-25 22:00,59.6,day,1507.739666
1649,191 2020-06-25 night,191,2020,2020-06-25,21,191 2020-06-25 21,191 2020-06-25 night.5,6,433744.4288,436352.8739,5521170.763,5523006.296,3189.539791,0.613197046,-2.720033584,2020-06-25 22:59,2020-06-25 23:59,59.9,day,3189.539791
1650,191 2020-06-25 night,191,2020,2020-06-25,23,191 2020-06-25 23,191 2020-06-25 night.4,6,443656.8792,433744.4288,5523093.966,5521170.763,10097.29583,-2.949954678,-0.316500212,2020-06-25 22:00,2020-06-25 22:59,59.78333333,day,10097.29583
1651,191 2020-06-25 night,191,2020,2020-06-25,23,191 2020-06-25 23,191 2020-06-25 night.1,6,439057.4829,444050.5061,5524988.747,5525209.189,4997.887124,0.044121276,NA,2020-06-25 19:00,2020-06-25 20:00,60.05,day,4997.887124
1652,191 2020-06-25 night,191,2020,2020-06-25,23,191 2020-06-25 23,191 2020-06-25 night.2,6,444050.5061,444974.1189,5525209.189,5523827.559,1661.914628,-0.981528842,-1.025650118,2020-06-25 20:00,2020-06-25 21:00,59.53333333,day,1661.914628
1653,191 2020-06-25 night,191,2020,2020-06-25,23,191 2020-06-25 23,191 2020-06-25 night.3,6,444974.1189,443656.8792,5523827.559,5523093.966,1507.739666,-2.633454465,-1.651925623,2020-06-25 21:00,2020-06-25 22:00,59.6,day,1507.739666
1654,191 2020-06-25 night,191,2020,2020-06-25,23,191 2020-06-25 23,191 2020-06-25 night.5,6,433744.4288,436352.8739,5521170.763,5523006.296,3189.539791,0.613197046,-2.720033584,2020-06-25 22:59,2020-06-25 23:59,59.9,day,3189.539791
1655,191 2020-06-25 night,191,2020,2020-06-25,20,191 2020-06-25 20,191 2020-06-25 night.4,6,443656.8792,433744.4288,5523093.966,5521170.763,10097.29583,-2.949954678,-0.316500212,2020-06-25 22:00,2020-06-25 22:59,59.78333333,day,10097.29583
1656,191 2020-06-25 night,191,2020,2020-06-25,20,191 2020-06-25 20,191 2020-06-25 night.1,6,439057.4829,444050.5061,5524988.747,5525209.189,4997.887124,0.044121276,NA,2020-06-25 19:00,2020-06-25 20:00,60.05,day,4997.887124
1657,191 2020-06-25 night,191,2020,2020-06-25,20,191 2020-06-25 20,191 2020-06-25 night.2,6,444050.5061,444974.1189,5525209.189,5523827.559,1661.914628,-0.981528842,-1.025650118,2020-06-25 20:00,2020-06-25 21:00,59.53333333,day,1661.914628
1658,191 2020-06-25 night,191,2020,2020-06-25,20,191 2020-06-25 20,191 2020-06-25 night.3,6,444974.1189,443656.8792,5523827.559,5523093.966,1507.739666,-2.633454465,-1.651925623,2020-06-25 21:00,2020-06-25 22:00,59.6,day,1507.739666
1659,191 2020-06-25 night,191,2020,2020-06-25,20,191 2020-06-25 20,191 2020-06-25 night.5,6,433744.4288,436352.8739,5521170.763,5523006.296,3189.539791,0.613197046,-2.720033584,2020-06-25 22:59,2020-06-25 23:59,59.9,day,3189.539791
1660,191 2020-06-25 night,191,2020,2020-06-25,1,191 2020-06-25 1,191 2020-06-25 night.4,6,443656.8792,433744.4288,5523093.966,5521170.763,10097.29583,-2.949954678,-0.316500212,2020-06-25 22:00,2020-06-25 22:59,59.78333333,day,10097.29583
1661,191 2020-06-25 night,191,2020,2020-06-25,1,191 2020-06-25 1,191 2020-06-25 night.1,6,439057.4829,444050.5061,5524988.747,5525209.189,4997.887124,0.044121276,NA,2020-06-25 19:00,2020-06-25 20:00,60.05,day,4997.887124
1662,191 2020-06-25 night,191,2020,2020-06-25,1,191 2020-06-25 1,191 2020-06-25 night.2,6,444050.5061,444974.1189,5525209.189,5523827.559,1661.914628,-0.981528842,-1.025650118,2020-06-25 20:00,2020-06-25 21:00,59.53333333,day,1661.914628
1663,191 2020-06-25 night,191,2020,2020-06-25,1,191 2020-06-25 1,191 2020-06-25 night.3,6,444974.1189,443656.8792,5523827.559,5523093.966,1507.739666,-2.633454465,-1.651925623,2020-06-25 21:00,2020-06-25 22:00,59.6,day,1507.739666
1664,191 2020-06-25 night,191,2020,2020-06-25,1,191 2020-06-25 1,191 2020-06-25 night.5,6,433744.4288,436352.8739,5521170.763,5523006.296,3189.539791,0.613197046,-2.720033584,2020-06-25 22:59,2020-06-25 23:59,59.9,day,3189.539791
1665,191 2020-06-25 night,191,2020,2020-06-25,5,191 2020-06-25 5,191 2020-06-25 night.4,6,443656.8792,433744.4288,5523093.966,5521170.763,10097.29583,-2.949954678,-0.316500212,2020-06-25 22:00,2020-06-25 22:59,59.78333333,day,10097.29583
1666,191 2020-06-25 night,191,2020,2020-06-25,5,191 2020-06-25 5,191 2020-06-25 night.1,6,439057.4829,444050.5061,5524988.747,5525209.189,4997.887124,0.044121276,NA,2020-06-25 19:00,2020-06-25 20:00,60.05,day,4997.887124
1667,191 2020-06-25 night,191,2020,2020-06-25,5,191 2020-06-25 5,191 2020-06-25 night.2,6,444050.5061,444974.1189,5525209.189,5523827.559,1661.914628,-0.981528842,-1.025650118,2020-06-25 20:00,2020-06-25 21:00,59.53333333,day,1661.914628
1668,191 2020-06-25 night,191,2020,2020-06-25,5,191 2020-06-25 5,191 2020-06-25 night.3,6,444974.1189,443656.8792,5523827.559,5523093.966,1507.739666,-2.633454465,-1.651925623,2020-06-25 21:00,2020-06-25 22:00,59.6,day,1507.739666
1669,191 2020-06-25 night,191,2020,2020-06-25,5,191 2020-06-25 5,191 2020-06-25 night.5,6,433744.4288,436352.8739,5521170.763,5523006.296,3189.539791,0.613197046,-2.720033584,2020-06-25 22:59,2020-06-25 23:59,59.9,day,3189.539791
1670,191 2020-06-25 night,191,2020,2020-06-25,4,191 2020-06-25 4,191 2020-06-25 night.4,6,443656.8792,433744.4288,5523093.966,5521170.763,10097.29583,-2.949954678,-0.316500212,2020-06-25 22:00,2020-06-25 22:59,59.78333333,day,10097.29583
1671,191 2020-06-25 night,191,2020,2020-06-25,4,191 2020-06-25 4,191 2020-06-25 night.1,6,439057.4829,444050.5061,5524988.747,5525209.189,4997.887124,0.044121276,NA,2020-06-25 19:00,2020-06-25 20:00,60.05,day,4997.887124
1672,191 2020-06-25 night,191,2020,2020-06-25,4,191 2020-06-25 4,191 2020-06-25 night.2,6,444050.5061,444974.1189,5525209.189,5523827.559,1661.914628,-0.981528842,-1.025650118,2020-06-25 20:00,2020-06-25 21:00,59.53333333,day,1661.914628
1673,191 2020-06-25 night,191,2020,2020-06-25,4,191 2020-06-25 4,191 2020-06-25 night.3,6,444974.1189,443656.8792,5523827.559,5523093.966,1507.739666,-2.633454465,-1.651925623,2020-06-25 21:00,2020-06-25 22:00,59.6,day,1507.739666
1674,191 2020-06-25 night,191,2020,2020-06-25,4,191 2020-06-25 4,191 2020-06-25 night.5,6,433744.4288,436352.8739,5521170.763,5523006.296,3189.539791,0.613197046,-2.720033584,2020-06-25 22:59,2020-06-25 23:59,59.9,day,3189.539791
1675,191 2020-06-25 night,191,2020,2020-06-25,3,191 2020-06-25 3,191 2020-06-25 night.4,6,443656.8792,433744.4288,5523093.966,5521170.763,10097.29583,-2.949954678,-0.316500212,2020-06-25 22:00,2020-06-25 22:59,59.78333333,day,10097.29583
1676,191 2020-06-25 night,191,2020,2020-06-25,3,191 2020-06-25 3,191 2020-06-25 night.1,6,439057.4829,444050.5061,5524988.747,5525209.189,4997.887124,0.044121276,NA,2020-06-25 19:00,2020-06-25 20:00,60.05,day,4997.887124
1677,191 2020-06-25 night,191,2020,2020-06-25,3,191 2020-06-25 3,191 2020-06-25 night.2,6,444050.5061,444974.1189,5525209.189,5523827.559,1661.914628,-0.981528842,-1.025650118,2020-06-25 20:00,2020-06-25 21:00,59.53333333,day,1661.914628
1678,191 2020-06-25 night,191,2020,2020-06-25,3,191 2020-06-25 3,191 2020-06-25 night.3,6,444974.1189,443656.8792,5523827.559,5523093.966,1507.739666,-2.633454465,-1.651925623,2020-06-25 21:00,2020-06-25 22:00,59.6,day,1507.739666
1679,191 2020-06-25 night,191,2020,2020-06-25,3,191 2020-06-25 3,191 2020-06-25 night.5,6,433744.4288,436352.8739,5521170.763,5523006.296,3189.539791,0.613197046,-2.720033584,2020-06-25 22:59,2020-06-25 23:59,59.9,day,3189.539791
1680,191 2020-06-25 night,191,2020,2020-06-25,0,191 2020-06-25 0,191 2020-06-25 night.4,6,443656.8792,433744.4288,5523093.966,5521170.763,10097.29583,-2.949954678,-0.316500212,2020-06-25 22:00,2020-06-25 22:59,59.78333333,day,10097.29583
1681,191 2020-06-25 night,191,2020,2020-06-25,0,191 2020-06-25 0,191 2020-06-25 night.1,6,439057.4829,444050.5061,5524988.747,5525209.189,4997.887124,0.044121276,NA,2020-06-25 19:00,2020-06-25 20:00,60.05,day,4997.887124
1682,191 2020-06-25 night,191,2020,2020-06-25,0,191 2020-06-25 0,191 2020-06-25 night.2,6,444050.5061,444974.1189,5525209.189,5523827.559,1661.914628,-0.981528842,-1.025650118,2020-06-25 20:00,2020-06-25 21:00,59.53333333,day,1661.914628
1683,191 2020-06-25 night,191,2020,2020-06-25,0,191 2020-06-25 0,191 2020-06-25 night.3,6,444974.1189,443656.8792,5523827.559,5523093.966,1507.739666,-2.633454465,-1.651925623,2020-06-25 21:00,2020-06-25 22:00,59.6,day,1507.739666
1684,191 2020-06-25 night,191,2020,2020-06-25,0,191 2020-06-25 0,191 2020-06-25 night.5,6,433744.4288,436352.8739,5521170.763,5523006.296,3189.539791,0.613197046,-2.720033584,2020-06-25 22:59,2020-06-25 23:59,59.9,day,3189.539791
1685,191 2020-06-25 night,191,2020,2020-06-25,22,191 2020-06-25 22,191 2020-06-25 night.4,6,443656.8792,433744.4288,5523093.966,5521170.763,10097.29583,-2.949954678,-0.316500212,2020-06-25 22:00,2020-06-25 22:59,59.78333333,day,10097.29583
