site,lat,lon,elev,transect,id,yr,fruitcount
SLB,49.04306,-121.03989,903,SLB-t-3,SLB230,2020,3
SLB,49.04306,-121.03989,903,SLB-t-3,SLB230,2021,0
SLB,49.04306,-121.03989,903,SLB-t-3,SLB234,2020,2
SLB,49.04306,-121.03989,903,SLB-t-3,SLB234,2021,0
SLB,49.04306,-121.03989,903,SLB-t-4,SLB240,2020,9
SLB,49.04306,-121.03989,903,SLB-t-4,SLB240,2021,0
SLC,49.04854,-120.91223,1681,SLC-t-1,SLC273,2020,18
SLC,49.04854,-120.91223,1681,SLC-t-1,SLC273,2021,0
SLC,49.04854,-120.91223,1681,SLC-t-2,SLC92,2020,45
SLC,49.04854,-120.91223,1681,SLC-t-2,SLC92,2021,0
SLC,49.04854,-120.91223,1681,SLC-t-2,SLC94,2020,50
SLC,49.04854,-120.91223,1681,SLC-t-2,SLC94,2021,0
SLC,49.04854,-120.91223,1681,SLC-t-2,SLC95,2020,73
SLC,49.04854,-120.91223,1681,SLC-t-2,SLC95,2021,0
SLC,49.04854,-120.91223,1681,SLC-t-2,SLC96,2020,12
SLC,49.04854,-120.91223,1681,SLC-t-2,SLC96,2021,0
SLC,49.04854,-120.91223,1681,SLC-t-2,SLC116,2020,236
SLC,49.04854,-120.91223,1681,SLC-t-2,SLC116,2021,0
SLC,49.04854,-120.91223,1681,SLC-t-2,SLC123,2020,14
SLC,49.04854,-120.91223,1681,SLC-t-2,SLC123,2021,0
SLC,49.04854,-120.91223,1681,SLC-t-3,SLC142,2020,24
SLC,49.04854,-120.91223,1681,SLC-t-3,SLC142,2021,0
SLC,49.04854,-120.91223,1681,SLC-t-3,SLC145,2020,65
SLC,49.04854,-120.91223,1681,SLC-t-3,SLC145,2021,0
SLC,49.04854,-120.91223,1681,SLC-t-3,SLC197,2020,71
SLC,49.04854,-120.91223,1681,SLC-t-3,SLC197,2021,0
STF,49.06717,-120.8978,1365,STF-t-1,STF42,2020,5
STF,49.06717,-120.8978,1365,STF-t-1,STF42,2021,0
STF,49.06717,-120.8978,1365,STF-t-1,STF46,2020,5
STF,49.06717,-120.8978,1365,STF-t-1,STF46,2021,0
STF,49.06717,-120.8978,1365,STF-t-1,STF47,2020,5
STF,49.06717,-120.8978,1365,STF-t-1,STF47,2021,0
STF,49.06717,-120.8978,1365,STF-t-1,STF48,2020,1
STF,49.06717,-120.8978,1365,STF-t-1,STF48,2021,0
STF,49.06717,-120.8978,1365,STF-t-1,STF49,2020,7
STF,49.06717,-120.8978,1365,STF-t-1,STF49,2021,0
STF,49.06717,-120.8978,1365,STF-t-1,STF51,2020,12
STF,49.06717,-120.8978,1365,STF-t-1,STF51,2021,0
STF,49.06717,-120.8978,1365,STF-t-1,STF55,2020,1
STF,49.06717,-120.8978,1365,STF-t-1,STF55,2021,0
STF,49.06717,-120.8978,1365,STF-t-1,STF58,2020,1
STF,49.06717,-120.8978,1365,STF-t-1,STF58,2021,0
STF,49.06717,-120.8978,1365,STF-t-1,STF80,2020,6
STF,49.06717,-120.8978,1365,STF-t-1,STF80,2021,0
STF,49.06717,-120.8978,1365,STF-t-1,STF87,2020,5
STF,49.06717,-120.8978,1365,STF-t-1,STF87,2021,0
STF,49.06717,-120.8978,1365,STF-t-1,STF89,2020,14
STF,49.06717,-120.8978,1365,STF-t-1,STF89,2021,0
STF,49.06717,-120.8978,1365,STF-t-1,STF92,2020,4
STF,49.06717,-120.8978,1365,STF-t-1,STF92,2021,0
STF,49.06717,-120.8978,1365,STF-t-1,STF94,2020,25
STF,49.06717,-120.8978,1365,STF-t-1,STF94,2021,0
STF,49.06717,-120.8978,1365,STF-t-1,STF95,2020,7
STF,49.06717,-120.8978,1365,STF-t-1,STF95,2021,0
STF,49.06717,-120.8978,1365,STF-t-1,STF96,2020,2
STF,49.06717,-120.8978,1365,STF-t-1,STF96,2021,0
STF,49.06717,-120.8978,1365,STF-t-1,STF97,2020,0
STF,49.06717,-120.8978,1365,STF-t-1,STF97,2021,0
STF,49.06717,-120.8978,1365,STF-t-1,STF98,2020,0
STF,49.06717,-120.8978,1365,STF-t-1,STF98,2021,0
STF,49.06717,-120.8978,1365,STF-t-1,STF99,2020,4
STF,49.06717,-120.8978,1365,STF-t-1,STF99,2021,0
STF,49.06717,-120.8978,1365,STF-t-1,STF100,2020,1
STF,49.06717,-120.8978,1365,STF-t-1,STF100,2021,0
STF,49.06717,-120.8978,1365,STF-t-1,STF101,2020,4
STF,49.06717,-120.8978,1365,STF-t-1,STF101,2021,0
STF,49.06717,-120.8978,1365,STF-t-1,STF353,2020,4
STF,49.06717,-120.8978,1365,STF-t-1,STF353,2021,0
STF,49.06717,-120.8978,1365,STF-t-2,STF128,2020,2
STF,49.06717,-120.8978,1365,STF-t-2,STF128,2021,0
STF,49.06717,-120.8978,1365,STF-t-2,STF129,2020,3
STF,49.06717,-120.8978,1365,STF-t-2,STF129,2021,0
STF,49.06717,-120.8978,1365,STF-t-2,STF130,2020,6
STF,49.06717,-120.8978,1365,STF-t-2,STF130,2021,0
STF,49.06717,-120.8978,1365,STF-t-2,STF132,2020,4
STF,49.06717,-120.8978,1365,STF-t-2,STF132,2021,0
STF,49.06717,-120.8978,1365,STF-t-2,STF133,2020,5
STF,49.06717,-120.8978,1365,STF-t-2,STF133,2021,0
STF,49.06717,-120.8978,1365,STF-t-2,STF134,2020,9
STF,49.06717,-120.8978,1365,STF-t-2,STF134,2021,0
STF,49.06717,-120.8978,1365,STF-t-2,STF135,2020,6
STF,49.06717,-120.8978,1365,STF-t-2,STF135,2021,0
STF,49.06717,-120.8978,1365,STF-t-2,STF190,2020,5
STF,49.06717,-120.8978,1365,STF-t-2,STF190,2021,0
STF,49.06717,-120.8978,1365,STF-t-2,STF199,2020,5
STF,49.06717,-120.8978,1365,STF-t-2,STF199,2021,0
STF,49.06717,-120.8978,1365,STF-t-2,STF204,2020,16
STF,49.06717,-120.8978,1365,STF-t-2,STF204,2021,0
STF,49.06717,-120.8978,1365,STF-t-3,STF248,2020,2
STF,49.06717,-120.8978,1365,STF-t-3,STF248,2021,0
STF,49.06717,-120.8978,1365,STF-t-3,STF250,2020,0
STF,49.06717,-120.8978,1365,STF-t-3,STF250,2021,0
STF,49.06717,-120.8978,1365,STF-t-3,STF252,2020,0
STF,49.06717,-120.8978,1365,STF-t-3,STF252,2021,0
STF,49.06717,-120.8978,1365,STF-t-3,STF294,2020,1
STF,49.06717,-120.8978,1365,STF-t-3,STF294,2021,0
STF,49.06717,-120.8978,1365,STF-t-3,STF295,2020,6
STF,49.06717,-120.8978,1365,STF-t-3,STF295,2021,0
STF,49.06717,-120.8978,1365,STF-t-3,STF296,2020,1
STF,49.06717,-120.8978,1365,STF-t-3,STF296,2021,0
STF,49.06717,-120.8978,1365,STF-t-3,STF299,2020,0
STF,49.06717,-120.8978,1365,STF-t-3,STF299,2021,0
STF,49.06717,-120.8978,1365,STF-t-3,STF300,2020,2
STF,49.06717,-120.8978,1365,STF-t-3,STF300,2021,0
STF,49.06717,-120.8978,1365,STF-t-4,STF315,2020,4
STF,49.06717,-120.8978,1365,STF-t-4,STF315,2021,0
STF,49.06717,-120.8978,1365,STF-t-4,STF316,2020,8
STF,49.06717,-120.8978,1365,STF-t-4,STF316,2021,0
STF,49.06717,-120.8978,1365,STF-t-4,STF317,2020,8
STF,49.06717,-120.8978,1365,STF-t-4,STF317,2021,0
STF,49.06717,-120.8978,1365,STF-t-4,STF319,2020,12
STF,49.06717,-120.8978,1365,STF-t-4,STF319,2021,0
STF,49.06717,-120.8978,1365,STF-t-4,STF341,2020,3
STF,49.06717,-120.8978,1365,STF-t-4,STF341,2021,0
